State,agi_stub,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N05800,A05800,N09600,A09600,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N06500,A06500,N10300,A10300,N11901,A11901,N11902,A11902
US,0,145025450,66769990,53700420,21722220,80992600,287692220,97957080,9085078279,144508430,9218461445,120001110,6303276607,47831960,111370731,27934800,256489955,25420950,200835811,22020510,27811915,23342210,309555008,22690110,604338742,13200730,230308309,27120440,604905788,1899760,11446740,70529321,17495460,221888250,8323620,535203164,36509860,133189744,3751350,948541,936130,20871677,3963260,26097106,2538990,11376414,10665090,10659944,2097930,4763019,627740,10922412,45792280,1259383237,33476810,282723244,10611770,16371257,39192810,172495925,45453350,484986029,34416710,327781408,37490960,198552435,108894770,6394098925,108002290,1260809000,4246690,32865460,44454260,66925849,7138150,19191236,6243060,3367301,9966360,10477850,6879010,1180482,22822060,27579392,2322010,1276952,18543390,48458244,136439620,1492264569,27788100,64221884,24310450,56411814,20388790,27329926,9785660,8708632,96290800,1193887913,105396110,1249910771,24981640,126877835,111719240,316194283
US,1,2248050,1381410,674380,101280,1510430,3346940,641240,-200411687,1731180,-197664227,623690,19998700,813000,5459617,595330,4450089,538530,3025452,70030,254735,732980,-8670567,815430,12426232,158780,2762207,245520,3087046,136030,47090,331806,4020,26794,422970,-40096211,529370,2600255,8850,2105,3930,65759,136110,726924,12360,56977,81220,95990,92630,324570,10150,254281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9450,199206,8060,196213,7060,16291,210,241,70,52,810,1042,1050,977,2550,3363,140,936,302710,646470,976310,5815329,238170,264886,156450,179134,105410,162175,162630,153359,7620,183747,353560,917473,199020,392634,821130,3300803
US,2,22638580,18078240,1850490,2408590,11166520,23004000,5663120,119219659,22638430,123494887,16703600,92959155,3765660,2250044,2188060,2931189,1933730,1737845,210180,116382,3645380,15588114,1729580,-411376,919790,3427362,2023660,9140816,120540,1112900,4078411,50230,213807,306780,-481844,4005250,4275243,40360,8627,7130,32323,252320,881477,44660,129486,413730,368656,386780,1116781,11790,18454,927680,14561330,223690,361283,529660,333991,648010,2162522,874970,3118469,476110,3656663,527460,642534,2715490,4489370,2515760,454800,2010,8837,167070,11560,90980,3444,280,63,48040,5910,10170,414,1840,416,650,120,3165050,2296031,19028420,19147333,7489170,9084019,6531690,7812506,2566190,1741148,1228180,1051932,2445380,443336,5765430,2838488,2078630,958695,17741420,17129110
US,3,34059840,18978550,5772170,8714590,18632790,61847430,23501240,582485261,34059840,592337251,27176310,438883955,5737990,5324945,2998940,7980132,2645130,5140885,801760,436745,5433990,45904783,2199030,1116496,2143760,14072379,4966660,51682631,232840,3596880,22007333,2071030,3601881,597530,1418253,6869490,9851985,221120,49857,23280,123666,474180,1882703,224760,658721,1574300,1435907,302330,705092,25630,49424,2942600,44732657,1142710,1379315,1488340,1161683,2087190,6200203,2857550,9582691,1589850,11143769,1971880,3997673,21747950,138375338,21367200,14632138,8900,17632,7000620,2525839,303380,26844,480870,164834,2211180,1232966,2103020,341813,2202380,721897,93680,20889,4599610,6848613,31872380,98225886,12752730,41334302,11579120,37031555,10368220,14288824,2412350,2032375,16788410,12106667,20498610,19211377,3098420,2841311,29705290,81905190
US,4,33965310,16169080,9978030,6847880,18453940,68387910,24554380,1226186333,33965310,1242450558,29536330,991539925,8591750,8115040,4313880,12201578,3842010,7972926,3388560,2051271,4219500,36763616,3237960,3666566,2692340,25213945,6121480,101326758,361910,3033430,19881490,5236760,33281838,1022410,6431205,7727350,16263496,762140,181262,56360,426918,675690,3224647,627620,2239043,3274810,3367528,312890,661118,56280,136952,8016650,125131279,5066840,9416728,2503240,2771268,6110640,17036413,7907280,30917033,5349390,36750067,5850480,14089611,32494620,632218827,32275060,77777928,8910,32529,13763180,12237365,894790,191266,1596770,918032,2899190,2871895,3862120,690298,8005140,7351385,438510,142080,3075670,6424943,33118850,141716356,7300010,13538440,6037390,11388450,6364680,9796933,2111520,1806326,26306430,65540918,27698800,72744070,4672560,6952460,28656640,75150250
US,5,19113420,6794810,9679050,2173730,10958450,42409720,13631700,1175834134,19113420,1190204911,16615420,911470386,7853130,8196051,4125280,13702117,3711430,9107361,4559870,3472667,2870030,28641597,3146950,5998761,2247310,28905782,4746000,110855851,320780,1614180,10323008,3808260,54397187,1015130,9886410,5689530,14370593,797290,197457,71150,684370,523360,2891802,534000,2266024,2378860,2264134,335890,667184,66610,192054,8663510,158543984,6426210,19306346,1941510,2718836,7341760,22718724,8618460,46577266,6581460,50120208,6881930,19080355,19000360,758862014,18942770,107561495,33750,58520,8047300,11880034,1019230,289103,1122430,602459,1760480,2168982,902640,146979,5349120,8323225,504330,199623,2083860,5038427,18811120,135096091,8030,236,5810,170,855470,1156016,1313450,1194713,18040930,95681783,18306510,101665644,4150070,8960069,14480150,41187793
US,6,12138470,2669520,8480570,791590,7059580,30321390,9707610,1050206935,12138470,1062105520,10681560,802552766,6342840,7301932,3550970,13341650,3229300,9210074,4226230,3834271,2063550,24975239,2737710,7757683,1738570,29982525,3427220,99480185,247750,945840,6176890,2562320,47898567,920960,12215925,3788230,11898625,679440,178674,79820,905199,397190,2444231,401170,1873493,1359020,1518374,133040,253120,66440,217905,7519480,159586525,5966940,25540695,1365110,2331508,6669550,23634087,7497650,53252620,6046000,52717451,6294810,19851248,12106260,730885331,12078970,109154403,79350,134717,5636190,9469942,952780,345801,978900,542613,1362390,1755803,0,0,3800380,6427799,423800,200715,1523720,4299541,11999600,127976969,0,0,0,0,103490,146817,987600,924896,11953860,99686275,12000640,105037372,2932860,8386610,8828820,30158199
US,7,15587490,2113860,12756470,558940,9286820,42962970,14625610,2091248402,15587490,2118006033,14027140,1593612822,10206360,15468487,6510150,34201531,6030740,24973255,6955160,8335105,3043030,61930314,5313640,30138620,2396560,62871544,4414960,166381093,328540,937520,6498603,2878440,60985285,2009840,51391530,5762170,26757081,1081410,289848,274430,4442570,755060,5684329,564720,3007046,1583170,1609354,534360,1035153,155250,762359,12706290,344632242,10490960,74509018,1988980,4370573,11689790,54912502,12688120,137392640,10545510,110185634,11305520,45110012,15563760,1561197904,15545170,276366731,651360,1509847,7400810,10640278,2053110,1486138,1592970,882318,1684270,2441252,0,0,3458680,4749488,668220,422321,2372690,9423654,15432410,298326530,0,0,0,0,25290,37976,1569940,1545031,15493750,265727260,15515150,277319314,5232200,25282885,9648610,41902355
US,8,4181040,457410,3586420,99680,2964180,12163520,4398680,1190975341,4181040,1213870933,3723280,809690305,3478140,13059363,2736050,34954893,2603990,27172628,1478500,3370382,1037170,58501620,2574260,55033614,705220,33763133,980180,49760453,110580,143920,1100642,692280,16504224,1328940,108094549,1557990,22895441,149910,38069,282600,7873980,497010,5064533,99400,864266,0,0,0,0,125860,1352854,3955750,181335931,3280640,55662504,625100,1943554,3655450,28703418,3951190,88102189,3110880,47634420,3652790,26983944,4175070,962408596,4175640,236662927,2830750,17130711,1745340,4447410,1233070,3507213,410620,220634,0,0,0,0,1960,1819,163910,178183,1023540,7244685,4122560,230665064,0,0,0,0,20,38,0,0,4165550,232215684,4167970,240694745,2092710,29797906,1584580,12349722
US,9,700970,78860,597230,16550,599860,2099810,802360,474618768,700970,484491294,595690,257953277,659620,7461150,567540,20840364,547230,16676257,174360,1035706,190330,20879603,575950,48111097,122690,10141862,124880,6982610,24580,11400,94242,117270,2964936,406750,92029753,352730,9872519,8550,2085,86830,3651765,149750,1866690,19590,181660,0,0,0,0,51050,1256770,677060,61869081,559040,24087527,110490,394104,631510,8211547,675820,33748695,484610,10033716,639210,11468422,699740,404018483,700350,117289434,497810,6828374,407120,3511890,343380,3057875,45550,26916,0,0,0,0,0,0,20160,49719,243460,2710505,690180,111134475,0,0,0,0,0,0,0,0,698160,113777545,698500,116714871,364890,14903158,166850,3514726
US,10,392270,48260,325600,9400,360010,1148520,431150,1374715133,392270,1389164285,318080,384615315,383470,38734103,348610,111886411,338870,95819127,155850,4904653,106260,25040689,359610,440501049,75690,19167571,69880,6208345,16220,3590,36895,74860,2013731,292300,294313594,227740,14404506,2300,559,50600,2665128,102600,1429770,10720,99697,0,0,0,0,58710,6681358,383270,168990208,319790,72459827,59340,345739,358940,8916508,382310,82294426,232890,5539480,366880,57328636,391510,1201643063,391920,320709938,125790,6948081,279570,12185239,247220,10283311,14600,9379,0,0,0,0,0,0,8620,62366,153080,3525376,387790,324160536,0,0,0,0,0,0,0,0,390710,308524700,390940,312767416,160290,28402106,85760,9596136
AL,0,2050890,810470,774590,427690,1239390,4243140,1535930,104270067,2045810,105597712,1717310,75331835,561210,1027014,277030,1763154,247950,1382388,356520,323260,337990,2992588,217450,3822141,163460,2547408,416650,9021665,46950,127070,501047,261330,3111546,94660,6111508,462940,1327644,50350,12677,7190,140567,43860,261854,28130,118340,116010,114351,23260,58297,5370,126232,581570,12606900,465710,2145082,99440,140736,473320,615513,574780,3065810,436830,3473621,502270,3064129,1470220,68739193,1461710,12485352,25660,144465,620800,854414,57370,171165,98300,51901,141010,148972,109290,19025,346840,400748,34270,13434,251110,533205,1958260,16079405,537470,1417969,488820,1275870,381620,506039,155920,145182,1268950,11630940,1414290,12253999,310430,1434324,1651850,4844805
AL,1,25810,14500,9170,1150,18640,39420,6610,-1894893,20730,-1872997,6170,180230,9300,44174,6030,43098,5460,30229,960,2757,10230,-141131,7910,109455,1950,26236,3400,42879,2780,430,2044,50,307,5120,-400523,5760,21896,100,23,40,411,1560,7436,150,691,680,802,890,3203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1620,60,1604,50,39,0,0,0,0,10,11,10,9,10,14,0,0,3440,7108,12330,45389,2720,3060,1740,2060,1180,1726,2510,2448,60,1582,4060,9929,2300,4229,10430,33170
AL,2,315080,231420,28860,50770,172260,353450,101890,1778806,315080,1837366,240610,1355262,40910,32474,20060,27706,17750,17321,3590,1460,54330,235027,16150,-2088,11560,46055,26570,128568,2950,15850,53552,700,3143,3490,-9100,56770,58560,600,133,70,203,3810,13413,520,1408,4130,3640,4030,12065,90,50,13160,181330,3500,4226,7590,5891,6720,6905,12470,20276,6220,39292,8740,14259,35700,60145,33760,6185,20,115,1830,119,800,27,0,0,700,71,130,3,20,3,20,3,46750,35801,278660,350146,125140,190581,114290,165298,48330,34565,21240,19551,32830,6066,81960,43243,22010,8944,264580,316336
AL,3,575210,259590,100250,206200,354620,1152390,496940,9742551,575210,9879064,472350,7663737,76430,73247,30680,70789,26440,47812,16120,6676,96300,639998,22010,13604,28110,183770,85940,944529,6420,49580,213071,33440,56318,6800,8913,103970,136513,3290,760,330,1148,6540,26216,2990,8212,16610,14717,4000,10531,150,185,49460,682238,22760,23332,22550,20758,27400,22303,48220,77237,25530,148250,38370,109010,320900,1904454,317230,200855,60,90,111030,38461,2200,102,10050,3441,30610,16252,32710,5615,39650,12269,2180,581,75610,104770,548070,1960808,281300,988599,264890,906397,217980,301302,44310,41751,236710,162395,306070,271658,37820,32894,521750,1725005
AL,4,491320,194420,159240,123380,293550,1034920,387810,17622052,491320,17798117,428870,14487600,108340,104934,44270,106318,38490,72808,64970,32022,61940,279202,32260,37947,35280,320211,102090,1750460,9470,30720,109969,85760,521581,11660,57399,95100,176065,12900,3094,560,3046,7670,34622,7600,24499,34510,34426,3970,9993,310,595,129370,1917441,93940,154224,28410,37398,87840,67779,125090,287392,83470,488386,103620,360055,471650,8657289,469610,1050746,80,442,214010,195621,6680,441,30070,17223,44200,46137,62540,11222,128980,116349,9000,3517,38600,71409,482010,2045590,128200,235726,107810,202113,102980,153845,34900,31909,370280,855126,389460,938035,62690,86400,421480,1186173
AL,5,254210,68160,148820,31490,157120,591510,188560,15629937,254210,15779170,221490,12154729,95120,107602,42400,127691,37310,89122,73740,45017,39790,260501,31210,64032,27850,346208,72210,1690059,8340,15240,59744,57300,807660,11890,100517,67710,149233,10080,2488,540,4069,5330,27506,5750,22617,25410,24468,3220,7225,430,1225,112620,1916388,93130,232663,17830,27384,93190,82644,112290,369455,87700,583154,96650,405661,253150,9984342,252640,1382380,390,663,112630,169848,8500,810,19450,10146,25280,32040,13910,2177,78550,119734,8070,3243,27100,58592,251210,1734377,120,3,90,2,10020,12919,19220,17712,242200,1212533,245230,1285014,55510,114982,193060,550848
AL,6,159820,23000,125740,9030,97250,419600,134080,13821966,159820,13942848,141350,10635703,77760,93410,37740,129471,33710,92758,66230,46770,27410,233812,27930,87971,21690,360287,51340,1477663,6320,8040,31583,37030,695475,10920,134717,47900,120882,9590,2580,540,5454,3750,21284,4210,18714,17410,18909,1510,3196,440,1625,91620,1782388,79970,273700,10790,19401,82870,85240,91460,403336,77590,606525,81780,405944,159580,9676671,159320,1403940,650,1402,76610,131277,8350,1249,16350,8882,18690,24101,0,0,55360,92127,5850,2291,19100,47560,158520,1629882,0,0,0,0,940,1346,13740,12642,158240,1272664,158660,1333237,39030,105993,116500,388998
AL,7,182240,15770,160150,4890,109390,513930,171630,24071292,182240,24318753,165030,18272993,113610,178609,65130,313107,59540,236916,106110,103604,35140,583772,51130,311052,28130,728751,61870,2256379,7780,6590,28146,37410,791527,23020,580532,64470,247460,12550,3289,1870,28416,7220,50984,5550,29772,17270,17389,5640,12084,1390,7537,140540,3332261,129530,676186,10430,23749,132570,190751,140450,936260,122000,1106341,130270,835424,182080,18304269,181920,3191667,3120,7703,85320,119996,17410,7715,19400,10561,21520,30360,0,0,44260,60234,7630,2897,26380,95774,180860,3363617,0,0,0,0,190,336,20000,19168,181550,3071672,181730,3194225,66440,307693,108470,431565
AL,8,37950,2810,34190,630,28030,110280,38180,10701664,37950,10913214,33510,6665383,30890,131654,23190,298740,21980,242826,20530,41231,10080,583771,21270,492227,7130,347430,11480,621892,2080,590,2742,7780,186991,14740,1314346,15600,211549,1160,290,2290,61920,5390,51793,1040,9314,0,0,0,0,1350,16975,35660,1428798,33960,363002,1640,5342,34020,100588,35650,484403,28440,382406,33980,408702,37900,8828470,37900,2085379,17180,76866,14000,25271,9200,15815,2670,1447,0,0,0,0,20,17,1310,542,10450,72440,37450,2014928,0,0,0,0,0,0,0,0,37840,2060108,37870,2143918,19900,313482,13510,113409
AL,9,6280,510,5600,100,5720,19160,7290,4271645,6280,4363331,5420,2040282,5930,69089,4950,187287,4780,158074,2630,13958,1900,198085,4940,396527,1180,84822,1160,67144,530,30,172,1200,31001,4570,1131258,3770,91687,70,17,710,25974,1750,19052,230,2171,0,0,0,0,610,18708,6200,508114,6030,145210,170,652,5910,32748,6200,185110,4250,82505,6000,170328,6280,3689918,6280,1045676,3420,32167,3420,12392,2650,5845,260,166,0,0,0,0,0,0,160,159,2570,24522,6210,981093,0,0,0,0,0,0,0,0,6270,1033284,6280,1059916,3270,161890,1530,32780
AL,10,2970,300,2560,50,2810,8470,2950,8525047,2970,8638846,2500,1875916,2920,191820,2580,458946,2500,394524,1640,29767,880,119549,2640,2311413,570,103636,590,42091,290,10,24,670,17544,2460,3193448,1890,113799,10,2,250,9926,850,9547,100,942,0,0,0,0,610,79331,2940,857942,2890,272540,50,160,2790,26555,2940,302341,1630,36763,2860,354747,2970,7633635,2970,2116903,690,23412,1890,161391,1600,139161,50,35,0,0,0,0,0,0,60,200,1120,15229,2950,1953576,0,0,0,0,0,0,0,0,2960,1955511,2970,1974823,1480,297817,550,66521
AK,0,363090,185500,131380,37300,156280,675220,211320,22800444,362470,23147965,307770,16194484,109510,180434,84410,447686,71620,354365,3190,4310,55720,940480,49290,785466,21960,439179,60960,1755121,1490,97090,245256,33890,414585,17960,1398025,93270,347519,8410,2153,2650,54460,7910,61145,5930,25893,30850,29087,8720,14134,1920,29980,88090,1814618,21620,25435,25820,26551,79300,319662,84840,388207,74250,759264,63240,327812,299770,16890637,296580,3193577,4730,18161,109220,146849,16310,22865,13400,7612,23320,22163,14400,2469,60890,81374,6680,2801,43490,134126,339190,3765368,51800,101907,44960,92217,34550,46171,18890,16240,271650,3046780,284420,3201674,69400,327338,271420,784019
AK,1,3650,2320,1060,140,2320,5350,910,-196341,3030,-191099,1040,31338,1480,4607,890,2439,760,1687,20,36,1580,-34729,1150,3395,190,3214,430,6770,90,170,531,0,12,660,-37134,990,5241,10,3,10,144,170,1221,20,104,190,223,220,733,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,179,10,177,40,6,0,0,0,0,0,0,0,0,30,4,0,0,470,1087,1820,13463,370,365,250,246,160,238,130,118,10,173,560,1505,310,603,1540,8410
AK,2,59510,51740,3080,3630,21240,48820,11030,279193,59510,287318,41660,197321,8920,3347,9400,9995,7740,7149,80,49,5570,15441,3490,107,740,2676,2320,11187,80,21390,30114,110,386,530,-2343,7010,8125,60,11,20,268,300,1088,140,348,1220,944,1040,2715,40,55,1380,20409,170,226,370,384,920,2794,1130,5112,770,6216,630,804,18160,19817,17630,1972,0,17,980,42,480,7,0,0,160,18,30,2,240,11,10,0,4660,2683,44110,37569,14540,13262,13180,12337,3980,2551,2100,1766,17140,1930,21300,4841,8340,1775,39550,34222
AK,3,69490,47030,10060,10280,26100,105750,31040,1204500,69490,1223686,58860,918584,9460,7023,11170,41443,9120,33533,220,185,8430,63168,3890,6828,1890,12589,6650,70294,150,24070,65735,3050,6162,960,1038,12940,19187,290,64,70,396,630,2682,470,1279,4120,3336,840,1750,60,103,3530,54281,580,267,1030,735,2430,7040,3020,9471,2120,16815,1970,4441,53850,372318,52260,39227,20,37,15040,5573,710,41,670,208,5120,2949,4900,781,4280,1454,190,44,7300,10157,66030,190861,20110,57246,17620,53064,14250,17938,4270,3538,43220,33706,47510,44564,6720,7082,61020,152870
AK,4,80900,44370,20750,12900,31930,151450,50290,2952750,80900,2994562,71820,2404953,16430,13805,14270,47375,11540,38438,490,323,10210,106313,6650,12177,3520,31616,11180,199057,180,26460,66729,8510,53087,1800,11502,20600,41812,1180,274,200,1534,1090,5282,1340,4512,9440,9193,1270,1934,150,353,11310,171144,2420,1486,3060,2105,9130,25862,10440,31186,8590,69443,6740,17920,78460,1667103,77520,207933,30,147,30940,28867,1750,139,3230,1730,6940,6333,7670,1384,19200,18887,820,255,8070,18219,79240,376021,16750,31034,13890,26570,13470,21108,4300,3525,64960,179067,67960,199545,10690,19057,69060,193538
AK,5,51170,21850,21960,5860,22740,108350,35350,3154797,51170,3197874,45280,2486544,17740,21924,12120,37375,10030,27147,540,505,8390,100317,7020,17991,3670,45005,10730,285950,190,12820,38615,7390,95881,2110,20442,16530,43076,1970,475,230,2246,1020,5504,1270,5284,7020,6517,1660,2207,180,536,16130,258616,3570,2423,4580,3632,14160,43190,15380,51008,13590,115303,10490,32721,51010,2168030,50880,319139,80,153,20390,31138,2240,292,2370,1323,3790,4003,1810,302,14820,24375,1330,438,6190,17031,50450,405799,30,1,20,1,2310,3672,2420,2089,48510,288002,49130,307590,10500,26755,39690,121395
AK,6,35110,9740,22250,2460,16930,85510,28170,3045021,35110,3079040,31370,2355484,15670,15731,10000,30854,8510,22447,510,462,6820,95633,6470,22846,3640,56780,9550,314356,210,6990,23204,5610,88382,2050,25985,10980,34019,1410,360,270,3174,890,5253,990,4554,3800,4128,660,869,190,664,15370,283182,3770,3114,4720,4287,14150,47608,15000,56944,13490,128801,10700,40828,35060,2239245,35020,348458,130,250,15540,26411,2260,387,2190,1284,3300,3392,0,0,11250,20477,1290,447,5050,15720,34800,410018,0,0,0,0,310,537,1960,1721,34690,322046,34800,340436,8300,26504,25850,92183
AK,7,50760,7090,41480,1720,26260,136250,44030,6818417,50760,6898571,46680,5233916,29370,38417,18820,76060,16650,54767,950,1130,11130,246234,13540,85518,6150,148673,16200,649783,380,4940,19162,7270,129034,5180,135349,18780,80154,3070,861,900,14340,1790,13823,1400,7281,5070,4747,3020,3927,530,2806,30360,643103,8320,8101,9440,10636,28840,120195,29950,144175,27470,303387,23840,109238,50740,5431454,50720,986785,680,1511,21470,29080,5360,2134,4150,2572,4020,5469,0,0,11060,16159,2540,1069,8310,35232,50390,1047962,0,0,0,0,70,126,3700,3484,50620,957705,50660,1000543,18440,92432,30380,126202
AK,8,10410,1100,8990,250,6920,27990,8600,2884970,10410,2948493,9330,1802572,8440,29813,6110,63945,5710,51009,290,554,2960,219980,5450,138468,1760,87514,3420,186852,160,240,1081,1580,33063,3160,298064,4130,63522,390,99,720,21421,1290,14571,220,1909,0,0,0,0,470,6032,8190,242862,2380,4940,2180,3518,7900,50804,8120,61011,6980,96394,7190,56620,10400,2507626,10400,591262,3260,10898,3660,7660,2540,5398,700,425,0,0,0,0,10,6,450,427,2680,21993,10300,588943,0,0,0,0,0,0,0,0,10400,583602,10400,609422,5210,75608,3840,31618
AK,9,1390,160,1180,30,1190,3850,1280,942746,1390,969015,1160,385988,1310,14655,1050,30536,1000,22257,50,203,410,81738,1020,82143,250,22424,340,21867,30,10,65,230,5355,940,288059,830,26269,20,6,170,7757,440,6930,50,433,0,0,0,0,160,5455,1210,59324,280,1550,290,497,1170,12125,1200,14594,900,15743,1110,20365,1390,864140,1390,246530,410,3447,730,4601,590,3756,70,49,0,0,0,0,0,0,40,50,490,6870,1360,241102,0,0,0,0,0,0,0,0,1390,241929,1390,249340,640,34279,360,8747
AK,10,700,90,580,20,650,1900,620,1714390,700,1740505,570,377783,690,31110,580,107664,560,95929,50,863,220,46385,610,415994,130,28688,160,9005,20,0,19,130,3223,580,657062,480,26115,0,0,70,3180,280,4791,20,189,0,0,0,0,130,13950,630,81697,130,3328,150,757,610,10044,620,14706,350,7161,580,44875,700,1620903,700,452091,110,1523,450,13471,390,10710,30,20,0,0,0,0,0,0,20,70,280,5133,690,453628,0,0,0,0,0,0,0,0,700,438620,700,443890,250,43243,160,14833
AZ,0,2761490,1206510,1046950,475050,1445350,5819990,2130020,151832947,2751330,153963054,2252500,107962804,769720,1800300,481180,3772468,434010,2805707,480110,640652,416470,4804997,430790,7167657,277970,5151221,557320,12677347,8240,167060,822639,368050,4731937,158790,7393748,668810,2130077,69540,17253,12040,259082,73620,409796,42920,184330,197670,185557,46130,85975,7640,131662,852670,21423990,604060,3057374,233160,384807,752820,1828459,848970,5628172,677370,6755595,713230,3003303,2041950,103905586,2027610,19408601,48610,297627,862720,1057438,118260,137251,106520,56156,192020,175043,136900,22460,477270,573503,39780,34230,319930,746482,2582810,23240725,582750,1409991,517950,1256676,484590,713185,176830,144409,1768500,18351209,1936520,19600765,537590,2268514,2060920,5649119
AZ,1,49690,28470,17410,2610,33880,80430,16240,-5007516,39540,-4953974,12230,386304,18490,133989,12960,85706,11550,51927,3150,6807,18150,-167642,19520,214975,4120,80674,6450,83030,860,850,5010,90,610,11140,-810858,12340,53542,230,54,90,1138,3390,16067,280,1323,1770,2012,1950,6205,70,3145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,2082,180,2058,160,295,0,0,0,5,20,29,30,30,70,90,0,0,7350,15649,21640,90492,5740,6774,3740,4518,2740,4296,3670,3413,160,1787,8570,19822,4790,8321,18110,69420
AZ,2,380570,289340,40450,47040,174660,452640,120910,2106124,380570,2182546,275890,1586227,58370,40605,35960,59201,31240,31071,7080,2678,59790,247958,32570,-16709,19080,77540,39510,184350,450,19330,77908,800,3133,6590,-11977,66150,76422,890,186,110,745,4950,15596,780,2287,7200,5974,7810,19974,130,63,22940,356646,4360,5233,15220,11296,17250,33622,22120,56520,13510,104402,14460,16222,39290,64487,37220,6524,50,107,2590,175,1040,33,10,1,920,95,200,10,40,6,10,26,50470,37181,314190,343778,140620,176181,125610,155124,52920,34752,22310,18620,35970,6355,89670,45462,32420,12899,293560,311523
AZ,3,706020,365730,131010,201670,361180,1406190,593380,12168454,706020,12354235,567890,9308961,100110,99484,56550,153802,49500,84980,20410,9479,100820,906648,47470,5439,45380,323660,101130,1064718,1100,65220,341504,43780,74233,12590,39431,131530,185780,5080,1114,390,1903,9230,32980,3950,11177,28220,22829,7190,14376,300,388,67420,1022711,20390,18925,42350,38847,51950,92200,66370,174778,41690,299158,48250,85329,419410,2619705,412950,276839,170,427,144150,50404,5590,270,8360,2839,44870,23734,41340,6520,50920,16233,1880,496,86980,130700,655560,2016652,268330,903089,246970,817269,249780,370462,44690,35256,318120,226437,389540,360453,65760,52043,611020,1723646
AZ,4,689180,308310,214200,155150,343980,1510790,608970,24745434,689180,25035431,596110,20051253,144160,148346,79620,236700,70480,137262,78030,47470,76250,673610,66360,51339,58350,596997,127550,2107745,1550,41850,201597,109730,709254,20660,142480,151350,289996,20450,4829,840,6548,12540,52314,10880,36472,62970,58747,7310,12035,580,835,165550,2558686,95340,124508,66430,83939,136400,222332,164640,476855,123000,887549,125300,258879,650510,12185979,646650,1492505,180,598,298730,259339,16810,1690,30010,16486,60070,52556,78980,13336,187060,169555,8360,4119,55110,113199,669500,2708789,167860,323941,141490,279761,156740,270933,41010,32124,507580,1233204,535110,1363221,113260,152886,563280,1490176
AZ,5,359300,122960,189990,41420,191150,831690,282690,22089334,359300,22348085,303230,16598797,125750,157601,73460,276468,65590,169323,98140,83660,51660,483978,62100,109562,48250,679619,99880,2382010,1210,19280,93657,81010,1180154,20250,218533,106030,258752,14160,3551,970,9539,9870,47914,8970,35949,44630,40748,7440,11833,680,1652,165790,3432198,117340,236346,46620,79746,145430,260958,165350,630181,133320,1094386,136050,350057,357100,14092736,355850,1984197,610,868,156840,237152,19070,3195,20670,10688,34520,37364,16350,2565,107850,174030,8750,6434,35770,83661,352270,2323717,200,6,150,4,19520,28256,24170,19897,335650,1747045,341210,1852287,98550,203989,251740,652727
AZ,6,224820,47540,160730,14700,122350,572440,186980,19447888,224820,19661355,191410,14282045,100200,136987,62010,262041,56160,169300,90380,100031,37160,422916,52940,136664,37480,718874,71830,2157839,930,10120,48760,54730,1048656,17930,262168,69420,213463,11840,3153,1170,13497,7720,40983,6640,29392,25200,27422,3100,4332,760,2158,138140,3419387,108530,303818,28710,63147,126170,258744,137890,679279,117120,1115882,119670,374896,224270,13527434,223740,2011512,1110,2044,104860,178755,17200,3867,17420,9558,25390,27603,0,0,72130,127590,7330,6532,25690,70358,221830,2209780,0,0,0,0,2350,3639,16980,13982,221010,1832757,221970,1923458,69440,188458,148490,451093
AZ,7,272130,35140,225360,10060,157860,739550,242140,36284557,272130,36731969,237150,26292178,157260,298618,108620,640212,100210,442180,145390,222832,52660,944559,97070,550183,50230,1511580,90400,3532084,1330,9190,46699,61750,1329001,37250,992544,99490,447386,15100,3919,3640,62677,13900,89490,9200,48111,27680,27824,11320,17220,2030,10186,216560,5488055,187190,848331,28610,85661,203490,542188,216360,1584765,187880,2161086,197680,823842,271740,27366765,271350,4826169,6160,16059,122290,172879,34100,16721,24270,13376,26220,33662,0,0,59150,85942,10590,11320,38360,140205,269170,4965137,0,0,0,0,540,847,24000,21116,270460,4653291,270860,4835850,112860,531582,147140,583422
