State,agi_stub,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N05800,A05800,N09600,A09600,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N06500,A06500,N10300,A10300,N11901,A11901,N11902,A11902
IL,5,821440,322020,381160,101580,486880,1783690,581650,50613100,821440,51183949,718070,39487951,338540,339438,194030,621547,177170,421548,217240,85065,106620,929441,138470,212901,98930,1291095,204020,4845703,11670,76830,554026,153150,2162700,44190,389716,235860,570847,31670,7772,2640,24340,20020,112042,22070,97093,105430,101508,17200,35739,3680,8843,391270,7558417,334680,977812,51670,72232,348030,1599993,390620,2699074,302960,2057452,308320,747890,816850,32818147,814560,4701866,1390,2318,338980,484242,46700,4579,43340,24453,77680,100154,33180,5488,218040,336156,24910,8007,80360,175819,811550,6169124,290,8,210,6,37120,49864,58640,55687,775770,4217625,786180,4439362,148010,315074,652940,1993370
IL,6,537820,130240,362720,37640,325180,1332730,432400,46539786,537820,47016981,476540,35728491,282390,316667,174300,642263,160470,455440,210740,94374,80370,832095,126470,281618,78730,1347152,151360,4568157,10200,48540,343563,108000,1931862,40830,462210,159430,477195,29760,7621,3070,33048,15950,101240,17210,83350,57640,65495,6370,12331,3760,9522,346080,7140467,309400,1242979,34270,55311,322060,1679194,345760,3020406,285260,2186974,290060,788209,536580,32310123,535450,4860855,3680,6043,252230,406632,45820,6343,37000,20626,63420,85292,0,0,164910,279826,21050,7281,62020,157562,533230,5948259,0,0,0,0,4400,5926,46300,45047,530600,4454225,532410,4652513,107720,304754,413880,1542115
IL,7,717840,98040,591520,22910,432540,2012700,703600,96566785,717840,97709265,651340,74183329,464790,686315,327490,1666295,305990,1229795,372800,211448,123170,2203159,252880,1200899,113060,2891539,202130,8175877,15710,48950,347258,123540,2401496,91090,1977235,263500,1142470,54230,14404,11670,181797,31940,250492,25850,137555,76340,77921,27790,55177,9150,33166,603380,15969705,564270,3552836,37150,76184,570010,3765614,603140,7494042,504430,4654630,538400,1883995,717020,71978476,716210,12721959,30880,66254,354850,457512,102460,28884,68420,36978,85150,129114,0,0,163810,225572,34290,12502,102290,382433,712490,14134221,0,0,0,0,980,1375,79260,81576,714820,12264510,715660,12744863,208030,1019272,478960,2212088
IL,8,193730,21110,167300,4000,134850,580610,219680,55308106,193730,56325756,174480,38592698,158910,535940,134880,1688503,129160,1314553,74410,83019,42050,2080102,122400,2464023,34450,1629887,44890,2335422,5490,7270,54029,29290,675296,60340,4394020,70110,1017650,7740,1971,12760,350757,21930,232709,4330,38363,0,0,0,0,7040,61448,186620,8141274,180230,2440085,6100,17133,174740,1791587,186580,4331252,145950,2017766,173730,1147290,193550,44890048,193570,11096186,145600,847137,82710,112897,61300,79981,18150,9687,0,0,0,0,100,65,8100,4370,45310,318143,191620,10923573,0,0,0,0,0,0,0,0,193460,10983289,193550,11352088,95030,1346304,76500,581028
IL,9,33670,3500,29260,630,28110,106140,43260,22815564,33670,23336846,28930,12858752,31640,313714,28620,1076090,27790,855542,9720,37420,8070,786759,28280,2209524,6210,543919,5850,318235,1000,600,4634,4780,122646,19180,4338947,16950,521282,440,106,5010,217532,7470,98255,770,7355,0,0,0,0,2760,57213,33150,2803449,32570,1063325,500,1610,31320,483152,33130,1599944,23600,454025,31550,492709,33640,19593757,33650,5667152,24540,298119,20450,107438,17750,90022,2130,1278,0,0,0,0,0,0,1040,1443,11810,148234,33310,5515277,0,0,0,0,0,0,0,0,33630,5559714,33630,5719271,17130,672347,8210,173375
IL,10,18550,2070,15840,360,16810,57530,23160,61268184,18550,62047448,15160,17574711,18190,1600994,17170,4658954,16810,3935022,8730,198034,4580,1418969,17180,19066678,4140,1189614,3390,356490,460,150,1131,3150,86617,13980,14144528,11350,779263,130,32,3010,155582,5470,76443,430,4023,0,0,0,0,3470,384106,18420,6611692,18170,2689229,210,1262,17570,427229,18410,3210142,11050,243196,17810,2353266,18520,54452678,18540,14937879,4500,241812,14040,506684,12620,421512,660,437,0,0,0,0,0,0,420,1630,7680,192807,18440,15082603,0,0,0,0,0,0,0,0,18520,14431194,18530,14643448,7260,1214053,3850,405478
IN,0,3029600,1369240,1197250,413290,1610450,6073110,2068420,157568594,3021710,159767355,2545470,114939024,894610,1330186,526430,2750925,481120,2099638,406660,251602,392630,4251682,400560,5528914,304370,4317160,650250,10611187,52870,221750,1241854,379340,4501475,155140,9508931,704520,2198759,65620,16372,12380,255073,72370,477402,46170,195402,250600,251135,37310,82985,15980,263604,769040,16245660,723840,4045258,38920,51278,696850,1447875,767170,5780155,620200,4344948,612960,2981325,2233880,106537639,2218910,19107101,47000,286223,939290,1155471,119110,98185,116340,58208,193050,211678,171630,27434,521620,669898,63680,26273,322790,745909,2866740,24474354,564020,1273387,500390,1142881,409360,567026,184270,166846,1987240,17951659,2142540,18834399,415210,2058132,2450290,6458704
IN,1,34820,21590,10890,1460,23020,51860,9460,-2080485,26930,-2050835,8850,201809,11840,46227,8860,48510,8070,34531,890,2034,10940,-126813,12000,88569,2780,32389,4990,42391,2830,630,4107,50,221,6110,-411462,7480,29649,100,22,40,400,1970,10631,190,894,1200,1422,1430,5014,130,1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,4113,80,4104,90,213,0,0,0,0,10,11,10,7,20,29,0,22,3900,6870,15760,747610,3410,3472,2410,2524,1370,2094,2650,2461,80,3919,4770,9695,2610,4031,13860,42244
IN,2,543540,438410,46710,52780,247090,533290,128270,2769000,543540,2837764,402640,2010870,94060,51617,50200,55219,44650,32406,4150,1158,54510,212506,37370,-12039,30230,99882,82140,378441,3150,19810,74127,950,3976,5600,-6682,64580,68764,580,123,80,237,4330,14317,780,2211,8950,7779,7060,20331,260,545,16110,237047,6880,7946,7260,3898,11020,17964,15530,32784,7760,43155,9060,12057,59290,95711,55590,9577,40,57,3110,164,1700,56,10,1,790,82,220,7,30,5,20,1,46720,31897,456000,420074,157470,194400,145720,175067,56920,36075,22090,18667,54420,9414,106490,43261,28350,10368,438200,386508
IN,3,701820,397200,126450,165080,360820,1246230,449510,11947989,701820,12108635,561280,8780796,126080,113089,65950,120635,58610,72644,14940,4667,83480,680958,45980,20664,58240,353877,140760,1435393,6540,69330,425117,55500,91892,10770,17594,119830,160646,3370,740,250,1096,8340,31210,4050,11574,35410,31915,5240,12315,520,1284,47560,684485,33640,38383,12070,9055,35910,51668,47020,110001,26910,143778,31910,74562,454980,2909141,448300,307578,120,202,139520,46535,6210,221,9000,3018,36940,19825,49560,7250,44240,15243,3420,667,71320,99093,665240,1985769,246880,787558,223670,720482,195770,269304,39160,32678,363720,261048,428130,366637,49100,40332,629130,1657951
IN,4,720870,330220,235440,136320,380530,1502140,547580,26017872,720870,26299173,636390,20968742,168570,149848,90890,199940,82200,128975,63030,18110,76080,603055,64730,68806,67020,601413,149780,2260697,10930,60690,352809,127300,814185,20300,112698,154140,281300,11940,2779,620,3923,12460,57129,11540,38780,71580,72208,4960,10465,1290,3087,134270,1840219,123710,231897,9310,12409,112980,150709,133910,423361,100370,539732,90950,237461,693030,13515285,689760,1657341,100,402,296390,252970,18240,947,27250,14216,48850,47942,95570,16118,177630,167634,13660,3766,57760,106224,709810,3131158,156040,287951,128450,244804,134120,228174,35240,30257,566340,1404373,593940,1530614,78970,105218,631550,1693851
IN,5,415460,115770,255110,37540,234160,999740,329290,25603809,415460,25867878,373690,20335197,149680,144872,84110,225575,76560,153736,84100,29173,59000,489834,60740,114047,52120,671308,107060,2017417,9690,36410,200360,83620,1233629,21800,195953,123760,264069,14500,3519,870,7010,9850,55905,10540,42023,56490,55294,5140,9884,1720,4415,152300,2394138,146910,425947,4800,9380,137550,205992,152110,675127,125720,755276,114710,352213,414040,16647230,413230,2312523,520,969,192380,287857,19780,1668,24170,11875,38240,47572,26280,4051,131720,213489,15200,5064,45740,92270,411630,2967694,220,6,150,4,19090,28223,28040,25970,393340,2024666,398910,2140714,76320,151226,330980,959193
IN,6,263290,36610,212570,11780,149580,711450,235670,22754730,263290,22980902,240870,18101967,120780,122947,70820,213630,64990,151650,82960,35066,41820,421433,51060,145171,38030,664961,73290,1632151,7300,20070,105700,52390,1021216,19960,259293,89150,226172,13550,3493,1070,9897,7680,48614,8100,35349,39580,43840,2860,5225,1780,5556,137650,2463452,134890,542125,2480,6664,129960,223991,137540,809893,120240,813709,113160,397348,262970,16144758,262600,2333885,790,1465,133110,230876,17740,1876,22500,11939,32380,42984,0,0,93550,164820,12260,4851,33450,79851,261500,2779712,0,0,0,0,1750,2629,23580,22991,260570,2103009,261290,2205604,53720,144904,203430,699250
IN,7,281200,23610,249090,6980,162970,820010,289820,36837528,281200,37288556,260620,28864897,165470,220462,108790,477878,101190,360241,129770,77353,49880,889305,84070,512347,43370,1134556,77330,2177939,9030,13770,73273,47810,1043665,38950,1127622,112410,451028,19600,5212,3710,57192,14200,112472,9070,47268,37400,38677,10630,19752,4440,23202,215480,4713368,212910,1308787,2300,7170,206910,475319,215400,1869403,189590,1463876,191360,843956,281030,28235128,280780,4898818,5140,11023,143390,205077,32420,8702,28490,14723,35850,53262,0,0,74380,108626,15890,7868,42820,158258,279170,5265056,0,0,0,0,330,527,33510,33822,280260,4693744,280470,4895048,91280,438071,179860,744674
IN,8,54930,4560,48970,1090,40110,166360,62490,15652332,54930,16014051,49250,9869674,45070,154585,35450,426857,33810,341807,21960,30895,13270,687691,33100,775728,9920,458023,12500,543514,2650,950,5905,9340,226054,21620,2242692,24340,361719,1850,452,4050,110254,9280,96047,1480,13300,0,0,0,0,3420,41789,52200,1989850,51560,678201,600,1997,49720,207390,52190,914738,40920,448745,48840,443732,54900,12999836,54890,3126049,33220,163747,22600,35662,15770,22741,4300,2089,0,0,0,0,50,52,2720,2502,15500,111487,54110,3008120,0,0,0,0,0,0,0,0,54860,3090387,54880,3215080,27800,465462,20420,160277
IN,9,9260,830,8180,180,8120,28700,11290,6259998,9260,6412617,8050,2960267,8740,80713,7470,246036,7210,206317,2760,12259,2470,237715,7500,602974,1720,118597,1610,75993,510,60,372,1540,38702,6410,1780784,5730,152619,110,26,1240,46863,2700,31925,280,2679,0,0,0,0,1270,37414,9100,699134,9020,281012,80,437,8620,61582,9100,354049,6200,93171,8720,177917,9250,5453199,9250,1555601,5930,59848,5480,23833,4480,18095,500,277,0,0,0,0,0,0,350,573,3710,38029,9130,1454702,0,0,0,0,0,0,0,0,9250,1531768,9250,1572661,4860,242014,2130,47597
IN,10,4420,440,3850,80,4050,13320,5060,11805820,4420,12008612,3830,2844805,4310,245825,3910,736645,3840,617332,2120,40888,1170,155999,4010,3212647,940,182154,820,47251,240,20,85,830,27934,3630,4190438,3100,202793,30,6,450,18201,1560,19153,140,1322,0,0,0,0,1140,144663,4380,1223967,4330,530959,40,269,4200,53259,4370,590799,2490,43505,4270,442079,4410,10537351,4420,2901616,1080,44406,3220,72285,2760,43878,110,70,0,0,0,0,0,0,150,958,1860,21930,4390,2714459,0,0,0,0,0,0,0,0,4420,2829331,4420,2855083,2220,456507,730,67160
IA,0,1426710,652090,610740,146860,924930,2801250,871160,82730033,1424740,84335348,1206130,56312400,583340,1000746,322970,1670942,296300,1310455,303220,309133,209840,2218145,254850,4002585,159300,1944678,292240,5039146,81220,113780,550190,208430,2572129,94960,4981460,425390,1605314,36530,9063,10860,204937,65880,389471,32790,149814,166280,159836,19130,42495,29230,200078,442110,9857559,384650,2479904,53990,55112,399510,1258511,441030,3953645,323950,2074308,358340,1538857,1135350,57351132,1125460,10233370,30140,194426,482160,612962,72070,31218,82810,40634,102790,115741,93390,16572,250080,342166,31730,21655,194820,551245,1346990,11734686,216730,452305,186500,404525,149420,197622,91940,84086,1023580,9620575,1091230,10231885,271630,1468417,1080970,2692656
IA,1,16950,9570,6450,590,13770,28050,5730,-1176769,14970,-1150179,5550,130360,7620,22606,4690,14492,4210,10179,680,1434,6340,-64969,6350,83781,1520,15217,2600,23055,4570,390,2254,10,55,3080,-210065,5710,26590,80,19,30,215,2080,10094,120,421,880,836,660,2364,840,5848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,623,60,623,40,59,0,0,0,0,0,5,10,3,20,17,0,0,3410,7167,8980,25460,2460,2890,1500,1909,940,1529,990,902,50,564,3760,8194,2240,4405,7310,19858
IA,2,209460,176070,14090,17510,109910,179220,42030,1103414,209460,1145446,170320,903320,42290,25070,21360,23144,19060,12814,3160,1383,23100,77281,17200,-40,8940,29809,18220,77516,3930,7790,24566,270,1046,2640,-5465,29850,42032,250,51,40,273,4040,14693,430,1211,4790,3724,3610,10959,540,750,8480,139514,2010,4368,5610,3144,5820,13705,8180,24494,3210,16293,5270,6382,34030,55248,32030,5481,20,11,1620,98,850,19,0,0,470,66,120,4,10,1,10,1,21140,13803,182920,152914,60040,65274,53790,59245,18680,11251,9200,7566,31360,5384,53350,19898,17090,6662,172440,138807
IA,3,298780,189570,49980,54640,180400,468970,139030,5158812,298780,5261813,238050,3822533,76340,84734,38300,71022,34160,39573,11750,5696,34580,247568,28180,23609,29360,163851,56620,523022,8400,30220,161168,24480,37157,6060,12674,60570,103000,1450,312,200,987,8180,33831,2720,7890,23210,19618,2470,5982,1550,2376,29880,451874,11620,15050,17020,11946,22800,50317,29520,84135,12480,58207,21300,41797,212520,1432851,208380,151613,70,240,67400,23028,3610,107,5080,1601,19470,10941,26930,4164,16630,5825,1360,252,31130,43629,274560,752609,88150,265608,78210,244987,65270,86454,17730,14393,170730,128587,192740,174774,30250,26956,254130,602401
IA,4,351460,181210,110950,52640,226730,666580,205050,12770079,351460,12989679,304840,10082010,118180,127409,58020,121359,52390,74514,52030,28093,43690,336876,42810,70303,36890,288548,70340,978381,15380,35640,172565,65820,413392,11930,54550,98610,219600,5760,1317,630,4433,12580,60220,8560,32772,49870,49003,2560,5163,3750,7074,79140,1102033,61840,111844,16540,16163,67280,147379,78900,292166,52940,255989,53800,117432,340000,6893057,337380,847096,70,197,138250,116649,10950,561,16920,8301,23560,23137,50840,9683,74920,72084,6730,1921,37610,73530,340510,1463620,65970,118530,52940,98381,53070,82515,16500,13966,286290,730449,301390,813006,49830,77492,293290,718608
IA,5,216670,61970,137580,14760,152750,515900,161690,13370706,216670,13583507,190500,10161778,107210,126653,55450,139777,50660,91454,65640,44730,36940,314036,41580,110191,29080,302981,54510,994304,14840,21130,100481,47670,683485,13480,108239,79870,212801,7840,1883,980,8278,10060,53860,8100,37410,37150,35473,2600,4726,4400,8328,85820,1682000,77750,225296,7750,9794,77830,194361,85720,453491,65460,362766,65520,165604,215700,8648647,214990,1185804,190,410,102100,155743,12480,858,19590,9930,20720,26196,15490,2718,67030,110366,8110,3418,32840,76182,212370,1438147,120,3,60,2,10150,13772,15330,14364,204300,1030069,208290,1117285,51840,124627,158360,433087
IA,6,142750,17710,120540,3810,101580,389340,126100,12344787,142750,12539295,127610,9284516,86370,112122,47430,138326,43730,96822,63200,51755,25950,257225,35660,132381,21450,300246,39500,886780,12240,11120,51011,30960,587330,13390,164787,59840,194508,8350,2129,1350,14981,7680,45778,6230,30343,27440,29088,1620,2842,4320,9906,79690,1438328,76040,318881,3490,5598,75340,215880,79630,568386,65730,415214,66710,193445,142560,8685335,142220,1226790,310,646,74330,135790,11440,998,18570,10010,18700,25199,0,0,50780,92605,6490,3794,24190,72862,140620,1371250,0,0,0,0,1050,1631,13690,13716,140920,1091003,141530,1174326,38750,134712,99270,318463
IA,7,150840,12210,135860,2320,106480,439050,152410,19780232,150840,20145558,135370,14175961,109320,190702,69600,304819,65080,228902,90770,102560,29240,515702,55670,444417,24240,497188,40900,1184237,15480,6800,33788,30000,635642,25390,661765,69930,365325,11530,3046,4080,69554,12160,85918,5680,30739,22940,22095,5610,10460,7900,26629,121980,2754418,119530,830461,2350,5180,116310,420582,121960,1311113,100090,711002,110610,429633,150770,15009662,150610,2555455,3200,7011,80300,121609,19940,3808,19670,9458,19870,30198,0,0,40660,61253,7320,7461,30710,146999,148390,2580417,0,0,0,0,260,471,18510,19177,150170,2433850,150410,2598687,59950,384437,83850,327758
IA,8,32060,2960,28520,470,26200,92270,31720,9175675,32060,9428640,27390,4944552,28550,126046,21750,281578,20810,234336,13180,33035,7890,369989,20760,754224,6100,208729,7890,295566,5140,640,4007,7320,168006,13540,1166608,15990,252964,1150,278,2860,81493,6560,58558,760,7151,0,0,0,0,4110,32506,29690,1205087,28690,469107,970,2592,27290,151299,29680,641031,20050,199492,28010,256787,32040,7592746,32040,1794148,21420,118419,13470,20606,9100,8838,2680,1173,0,0,0,0,20,16,1390,3356,10680,87544,31080,1631598,0,0,0,0,0,0,0,0,32010,1773690,32030,1867011,17630,373977,10480,83731
IA,9,5350,540,4710,80,4850,15420,5370,3610521,5350,3689022,4490,1528753,5130,54206,4310,153776,4180,131161,1600,10611,1420,100848,4470,591606,1130,65915,1110,37662,880,40,238,1250,29882,3540,805986,3330,78500,100,24,530,19050,1650,17156,140,1321,0,0,0,0,1060,22208,5100,416465,4910,187539,190,544,4690,39101,5100,232910,2910,39149,4890,101535,5350,3133424,5350,857821,4010,44643,3000,10471,2420,4597,240,124,0,0,0,0,0,0,200,764,2100,19387,5220,784211,0,0,0,0,0,0,0,0,5350,847350,5350,867909,2870,142046,1360,24902
IA,10,2400,280,2050,40,2280,6460,2020,6592574,2400,6702568,2010,1278615,2350,131199,2080,422649,2020,390702,1230,29836,690,63589,2170,1792114,590,72194,550,38623,360,10,111,640,16133,1900,2222381,1680,109994,20,3,170,5672,900,9364,60,555,0,0,0,0,750,84453,2320,667840,2260,317360,60,151,2150,25887,2320,345918,1090,16197,2240,226242,2390,5900162,2390,1608540,800,22226,1640,28910,1290,11432,70,38,0,0,0,0,0,0,110,688,1020,10142,2350,1534458,0,0,0,0,0,0,0,0,2390,1579630,2390,1590795,1170,193102,490,25041
KS,0,1323740,589950,557350,155860,747790,2672100,885740,78767293,1320600,80120379,1105600,53934152,487790,883258,273910,2375311,249720,2010866,213040,217692,194330,2407914,226810,4151097,146470,2112639,267160,4728253,57270,82030,445596,175020,2210130,81990,4944584,356480,1308535,36230,9075,8690,165641,50310,315939,25760,114666,119860,115981,24050,46566,11280,131823,394920,9806731,317300,2429406,73360,121366,356200,1129544,393690,3866297,293900,2065539,322210,1987637,1009000,54684445,1000340,10201063,31420,220982,433340,535880,64850,40299,61860,31672,94520,94919,76740,12932,235400,309720,22410,9330,168420,454900,1231880,11946389,221240,487372,194470,440984,169220,233495,82000,70734,894270,9665192,957640,10180784,239010,1324930,995640,2592292
KS,1,17570,10320,6140,730,12640,27030,4770,-1346296,14430,-1328447,4870,126937,7430,36582,4680,25438,4220,19383,620,1852,5950,-111641,6620,75911,1600,25588,2480,25249,3250,260,1625,20,97,3000,-303647,4500,17849,70,17,30,362,1370,6878,100,448,700,742,760,2560,140,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1225,60,1211,60,42,0,0,0,0,10,10,10,6,10,14,0,0,2500,4645,7490,33925,1660,1863,1090,1289,750,1151,1050,943,50,1183,2870,6478,1680,2866,6340,21246
KS,2,218760,178030,19170,19270,107300,208230,47800,1102836,218760,1139017,162430,857670,49230,26277,23570,24814,20920,14223,2510,1118,21750,70427,18850,1902,12650,41062,26250,109019,3630,6750,22807,440,1835,2590,-3235,28500,36181,290,58,50,192,2990,10763,370,1123,3590,2825,4050,11360,210,232,9230,150451,1770,3790,6470,5708,6230,14096,8890,27255,3470,18812,5550,7479,28320,45955,26130,4703,20,188,1610,83,890,21,0,0,400,48,120,5,20,5,0,0,19480,12597,175010,152155,58640,67538,53630,61886,20290,12816,8900,7350,25540,4620,46260,17959,15110,5985,166010,139484
KS,3,285950,169940,51610,59090,151880,485970,163240,4922510,285950,5005839,230900,3752720,61690,58639,30460,57980,27030,34327,7620,3694,32490,242153,23450,24245,25010,150375,49590,479273,6620,23550,131495,21020,34962,5040,4634,51350,83329,1650,359,160,629,5960,24362,1990,5603,15280,12690,3240,6863,500,540,25640,403922,7190,10295,17250,18197,19240,41944,25280,80094,11550,59150,17820,41454,193660,1277295,190330,134985,70,137,62020,21367,2940,91,3910,1327,18880,10036,21950,3371,18120,6279,820,155,28930,40456,264610,750647,91500,287518,82460,266632,75040,103136,17280,13625,153320,113620,175170,156392,27340,23128,245280,615102
KS,4,314760,146420,107080,53340,173680,650880,229770,11376029,314760,11539243,275440,9169236,89410,80353,44460,99619,39910,62841,31540,16287,38100,309215,34770,56331,30720,266129,59020,857914,11060,23080,131676,53910,344882,9450,46135,78990,163213,7200,1682,490,3156,8970,43304,6100,21643,34730,33625,3560,6199,1170,1636,62490,921409,39720,75103,21780,31088,52310,114434,62210,237838,42200,223208,43820,115315,301600,5880580,299520,719214,70,227,131970,113078,8570,430,13640,7002,23980,21626,42490,7587,79620,74682,4100,1071,31860,61764,306570,1295355,69320,130450,57220,111175,61950,100564,15870,12863,242690,606141,256630,675392,45770,67955,262600,678544
KS,5,185900,52820,115090,15100,111340,449600,148720,11468793,185900,11632080,163220,8833391,82140,85458,43540,123748,39490,81963,44250,28031,31680,289468,35040,96926,25470,308327,46810,899745,10500,13690,74275,39580,577501,10670,85356,64200,163287,7830,1944,730,6102,7390,40048,6140,26127,27200,26130,3380,5438,1480,3291,73000,1268414,58520,170923,13940,26046,65540,159110,72870,380732,55950,329650,56190,171904,185000,7375271,184380,1015436,250,372,87260,133092,10350,809,13800,7229,18630,20790,12170,1963,59820,99132,5160,1664,26230,59088,182430,1235822,110,3,80,2,9950,13902,12630,10988,174230,882344,177560,951275,43710,101041,137000,373838
KS,6,119520,16830,97240,4530,71540,324220,107510,10345013,119520,10487403,106580,7899854,65860,72663,37090,121357,33840,84962,41810,29736,22870,252497,29730,109732,18940,306968,33440,778602,7970,7630,41983,25170,481710,10250,118827,47400,142390,8020,2127,800,7667,5630,35036,4750,21869,19650,21385,2290,3293,1510,3781,69230,1293744,62050,252813,6910,17145,65060,179388,69170,477663,57060,379225,57460,198570,119290,7242833,118960,1035117,330,699,61020,108024,9370,1174,12500,6832,15700,18449,0,0,42680,77672,4450,1654,19250,52386,117700,1171959,0,0,0,0,1030,1588,10590,9690,117840,927093,118350,989238,30780,100182,84830,270756
KS,7,139920,11980,124310,3000,86520,403600,139430,18548662,139920,18836244,126410,13717722,95640,135522,61420,286169,56830,212816,68070,61434,29550,571554,50520,356919,23990,575428,40120,1198177,10180,6290,36632,26780,574368,21910,582802,61500,287582,10000,2605,2850,42927,9790,72652,5270,28017,18710,18584,6780,10853,2970,13520,115510,2709408,110190,751526,5110,15865,110240,379590,115470,1208929,95850,727216,103680,469504,139810,14017276,139630,2415783,3310,7571,70700,98332,18720,4973,15150,7811,16920,23960,0,0,35110,51911,6350,2899,26410,109359,137730,2508726,0,0,0,0,210,338,15690,15274,139300,2317454,139480,2446972,52740,301935,80550,321276
KS,8,32860,2830,29230,630,25210,97080,35020,9359299,32860,9579497,28530,5632694,28170,96516,21610,276142,20600,220572,13300,24863,9150,456797,20580,527967,6410,273939,7830,306081,3120,720,4728,6420,151605,13150,1161926,14820,220198,1100,263,2620,67251,5790,55567,810,7458,0,0,0,0,2020,21028,31430,1319369,29810,466810,1580,5961,29590,157209,31420,654375,22880,247538,29580,287322,32830,7655278,32830,1843027,22260,119351,13450,21634,9620,13589,2530,1273,0,0,0,0,30,24,1290,1022,10180,73713,31990,1737387,0,0,0,0,0,0,0,0,32790,1821393,32810,1902496,17480,322291,11150,89887
KS,9,5690,500,5040,110,5050,17260,6530,3851549,5690,3934900,4860,1884785,5430,56788,4590,183541,4450,156840,1850,8934,1770,148497,4660,415484,1110,70168,1060,43014,600,40,298,1060,26758,3660,861856,3340,83351,70,15,680,25611,1490,16455,160,1533,0,0,0,0,670,17450,5590,490829,5340,200795,240,1018,5320,44802,5580,258563,3530,54962,5380,130643,5680,3286838,5690,932623,4280,47927,3260,10179,2700,6189,280,160,0,0,0,0,0,0,170,406,2330,21861,5560,859059,0,0,0,0,0,0,0,0,5690,922443,5690,945504,3110,155738,1320,26079
KS,10,2820,290,2450,50,2650,8240,2970,9138897,2820,9294603,2370,2059144,2780,234460,2500,1176504,2440,1122940,1470,41743,1020,178947,2590,2485680,570,94656,550,31178,350,10,78,620,16412,2280,2389930,1880,111156,20,4,280,11745,950,10875,90,845,0,0,0,0,620,68815,2800,1249185,2730,497350,70,338,2680,38970,2800,540847,1420,25778,2740,565445,2820,7903120,2820,2098950,800,43300,1990,30049,1690,13024,60,38,0,0,0,0,0,0,70,460,1250,19032,2790,2201354,0,0,0,0,0,0,0,0,2820,2068900,2820,2089077,1290,243809,560,56079
KY,0,1879100,805880,772230,266990,1130350,3794010,1260400,93338797,1875090,94591974,1583580,67687458,522750,839475,284620,2159162,260010,1802885,370110,319317,275970,2954271,240780,3451415,153530,2260472,388660,7991520,78900,153210,864009,229740,2499757,94580,4441623,443380,1253176,45460,11444,7390,148016,46480,271995,26030,112507,139740,128239,21490,52882,6880,93237,527260,11277225,462040,3244481,56180,52670,470140,1001407,525470,4491065,416650,2843109,428360,1963576,1382100,61226265,1372040,10725219,31920,227061,574060,675083,58490,33601,71660,35626,119830,127920,116080,19159,325250,397890,31860,14321,223700,474900,1795950,13926275,415170,940851,367750,839635,286010,372533,112440,99368,1222200,10050140,1339560,10618307,264910,1133048,1531580,4085976
KY,1,23930,13430,8900,900,17970,37200,6030,-1604239,19920,-1582092,5940,148250,9110,35083,5470,28666,5010,20857,890,1796,8960,-91379,8300,97053,1770,22486,3520,38440,5020,480,3429,40,289,4640,-329187,5700,22147,80,20,30,523,1630,8249,130,648,680,747,850,3072,150,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1250,70,1248,60,108,0,0,0,0,10,10,10,8,20,20,0,5,3420,6042,11150,38537,2770,2776,1760,1849,1000,1437,1770,1654,60,1142,4350,9611,2620,4791,9190,29249
KY,2,315420,238090,31750,41520,170130,352350,100970,1691080,315410,1743039,249330,1313218,40640,33706,21240,25925,19140,16698,3650,1667,43810,190337,19130,5437,10030,37995,26350,125148,6400,14770,53038,550,2404,3790,-8252,49280,51959,380,79,60,537,3580,12541,450,1288,4970,3893,4340,13373,160,185,9870,138659,3200,5578,5190,2378,6790,10832,9430,20760,4830,27960,6020,8532,34920,57158,32850,5749,20,45,1640,99,770,23,10,1,520,55,170,7,20,4,0,0,39230,27824,284070,303955,120770,155654,109920,137715,46430,28995,14910,12802,32060,5650,74290,34833,20940,8240,269860,276366
KY,3,475870,253530,100880,111800,281100,870070,312500,8114829,475870,8227998,384480,6138419,76450,74641,34860,70333,30940,45723,14750,7304,62920,532954,29410,29718,28080,175173,80570,842313,12330,47330,296340,29390,47033,7370,15387,84780,113169,2230,501,160,745,6390,25206,2450,7192,21150,16820,3310,8428,410,892,34790,485188,18500,27939,13430,8148,25300,36928,34180,82674,19150,104082,24140,57038,301150,1899798,296690,200583,80,74,91930,30584,2860,98,5690,1817,23710,13218,34460,5100,29520,9846,1610,341,55340,76997,450760,1393035,184640,580851,167350,527488,141720,193814,25100,20990,239520,169999,287980,251354,33830,28752,426870,1168524
