st,naics,lfo,rcptot_size,estab_f,estab,rcptot_n_f,rcptot_f,rcptot
0,54138,-,133,,10,G,,0
0,54138,-,141,,0,G,,0
0,54138,-,1411,,0,G,,0
0,54138,C,1,,356,G,,46793
0,54138,S,1,,2765,G,,74476
0,54138,P,1,,149,G,,20479
0,5414,-,1,,210578,G,,7128714
0,5414,-,111,,60927,G,,0
0,5414,-,118,,37022,G,,0
0,5414,-,119,,47302,G,,0
0,5414,-,121,,29535,G,,0
0,5414,-,122,,20261,G,,0
0,5414,-,123,,11666,G,,0
0,5414,-,125,,2797,G,,0
0,5414,-,131,,841,G,,0
0,5414,-,133,,227,G,,0
0,5414,-,141,,0,G,,0
0,5414,-,1411,,0,G,,0
0,5414,C,1,,10532,G,,910237
0,5414,S,1,,194657,G,,5658791
0,5414,P,1,,5389,G,,559686
0,5415,-,1,,303941,G,,13633716
0,5415,-,111,,80063,G,,0
0,5415,-,118,,48875,G,,0
0,5415,-,119,,63264,G,,0
0,5415,-,121,,41717,G,,0
0,5415,-,122,,34578,G,,0
0,5415,-,123,,27297,G,,0
0,5415,-,125,,5599,G,,0
0,5415,-,131,,1850,G,,0
0,5415,-,133,,698,G,,0
0,5415,-,141,,0,G,,0
0,5415,-,1411,,0,G,,0
0,5415,C,1,,36113,G,,3176916
0,5415,S,1,,252574,G,,8580678
0,5415,P,1,,15254,G,,1876122
0,54151,-,1,,303941,G,,13633716
0,54151,-,111,,80063,G,,0
0,54151,-,118,,48875,G,,0
0,54151,-,119,,63264,G,,0
0,54151,-,121,,41717,G,,0
0,54151,-,122,,34578,G,,0
0,54151,-,123,,27297,G,,0
0,54151,-,125,,5599,G,,0
0,54151,-,131,,1850,G,,0
0,54151,-,133,,698,G,,0
0,54151,-,141,,0,G,,0
0,54151,-,1411,,0,G,,0
0,54151,C,1,,36113,G,,3176916
0,54151,S,1,,252574,G,,8580678
0,54151,P,1,,15254,G,,1876122
0,5416,-,1,,654155,G,,30899565
0,5416,-,111,,165505,G,,0
0,5416,-,118,,104338,G,,0
0,5416,-,119,,141538,G,,0
0,5416,-,121,,92287,G,,0
0,5416,-,122,,73437,G,,0
0,5416,-,123,,56400,G,,0
0,5416,-,125,,14515,G,,0
0,5416,-,131,,4390,G,,0
0,5416,-,133,,1588,G,,0
0,5416,-,141,,157,G,,0
0,5416,-,1411,,0,G,,0
0,5416,C,1,,32451,G,,2789036
0,5416,S,1,,604214,G,,25329585
0,5416,P,1,,17490,G,,2780944
0,5417,-,1,,32915,G,,1210240
0,5417,-,111,,11395,G,,0
0,5417,-,118,,5534,G,,0
0,5417,-,119,,6467,G,,0
0,5417,-,121,,3782,G,,0
0,5417,-,122,,2875,G,,0
0,5417,-,123,,2063,G,,0
0,5417,-,125,,542,G,,0
0,5417,-,131,,198,G,,0
0,5417,-,133,,59,G,,0
0,5417,-,141,,0,G,,0
0,5417,-,1411,,0,G,,0
0,5417,C,1,,2085,G,,214059
0,5417,S,1,,29633,G,,806993
0,5417,P,1,,1197,G,,189188
0,5418,-,1,,136779,G,,7062131
0,5418,-,111,,34413,G,,0
0,5418,-,118,,21682,G,,0
0,5418,-,119,,29435,G,,0
0,5418,-,121,,19542,G,,0
0,5418,-,122,,15436,G,,0
0,5418,-,123,,10943,G,,0
0,5418,-,125,,3333,G,,0
0,5418,-,131,,1405,G,,0
0,5418,-,133,,590,G,,0
0,5418,-,141,,0,G,,0
0,5418,-,1411,,0,G,,0
0,5418,C,1,,13731,G,,1626139
0,5418,S,1,,116412,G,,4422979
0,5418,P,1,,6636,G,,1013013
0,5419,-,1,,958846,G,,39655671
0,5419,-,111,,265979,G,,0
0,5419,-,118,,159213,G,,0
0,5419,-,119,,208608,G,,0
0,5419,-,121,,134564,G,,0
0,5419,-,122,,100274,G,,0
0,5419,-,123,,65556,G,,0
0,5419,-,125,,16652,G,,0
0,5419,-,131,,5685,G,,0
0,5419,-,133,,2143,G,,0
0,5419,-,141,,171,G,,0
0,5419,-,1411,D,0,D,D,0
0,5419,C,1,,68849,G,,6190182
0,5419,S,1,,859327,G,,29319959
0,5419,P,1,,30670,G,,4145530
0,54191,-,1,,29771,G,,1048197
0,54191,-,111,,10543,G,,0
0,54191,-,118,,5293,G,,0
0,54191,-,119,,6242,G,,0
0,54191,-,121,,3127,G,,0
0,54191,-,122,,2275,G,,0
0,54191,-,123,,1548,G,,0
0,54191,-,125,,477,G,,0
0,54191,-,131,,201,G,,0
0,54191,-,133,,65,G,,0
0,54191,-,141,,0,G,,0
0,54191,-,1411,,0,G,,0
0,54191,C,1,,1831,G,,187832
0,54191,S,1,,27126,G,,721538
0,54191,P,1,,814,G,,138827
0,54192,-,1,,137726,G,,2961705
0,54192,-,111,,51224,G,,0
0,54192,-,118,,25885,G,,0
0,54192,-,119,,29450,G,,0
0,54192,-,121,,16086,G,,0
0,54192,-,122,,10019,G,,0
0,54192,-,123,,4225,G,,0
0,54192,-,125,,646,G,,0
0,54192,-,131,,160,G,,0
0,54192,-,133,,31,G,,0
0,54192,-,141,,0,G,,0
0,54192,-,1411,,0,G,,0
0,54192,C,1,,5114,G,,280264
0,54192,S,1,,129478,G,,2522586
0,54192,P,1,,3134,G,,158855
0,54193,-,1,,43188,G,,922678
0,54193,-,111,,13934,G,,0
0,54193,-,118,,8063,G,,0
0,54193,-,119,,10639,G,,0
0,54193,-,121,,6208,G,,0
0,54193,-,122,,3099,G,,0
0,54193,-,123,,1041,G,,0
0,54193,-,125,,147,G,,0
0,54193,-,131,,48,G,,0
0,54193,-,133,,9,G,,0
0,54193,-,141,,0,G,,0
0,54193,-,1411,,0,G,,0
0,54193,C,1,,870,G,,64004
0,54193,S,1,,42015,G,,824939
0,54193,P,1,,303,G,,33735
0,54194,-,1,,17556,G,,832205
0,54194,-,111,,4142,G,,0
0,54194,-,118,,2687,G,,0
0,54194,-,119,,3595,G,,0
0,54194,-,121,,2710,G,,0
0,54194,-,122,,2292,G,,0
0,54194,-,123,,1602,G,,0
0,54194,-,125,,397,G,,0
0,54194,-,131,,86,G,,0
0,54194,-,133,,45,G,,0
0,54194,-,141,,0,G,,0
0,54194,-,1411,,0,G,,0
0,54194,C,1,,990,G,,135366
0,54194,S,1,,16241,G,,631417
0,54194,P,1,,325,G,,65422
0,54199,-,1,,730605,G,,33890886
0,54199,-,111,,186136,G,,0
0,54199,-,118,,117285,G,,0
0,54199,-,119,,158682,G,,0
0,54199,-,121,,106433,G,,0
0,54199,-,122,,82589,G,,0
0,54199,-,123,,57140,G,,0
0,54199,-,125,,14985,G,,0
0,54199,-,131,,5190,G,,0
0,54199,-,133,,1993,G,,0
0,54199,-,141,,171,G,,0
0,54199,-,1411,D,0,D,D,0
0,54199,C,1,,60044,G,,5522716
0,54199,S,1,,644467,G,,24619479
0,54199,P,1,,26094,G,,3748691
0,56,-,1,,1985237,G,,40887001
0,56,-,111,,574628,G,,0
0,56,-,118,,446802,G,,0
0,56,-,119,,618650,G,,0
0,56,-,121,,188091,G,,0
0,56,-,122,,95059,G,,0
0,56,-,123,,47022,G,,0
0,56,-,125,,10689,G,,0
0,56,-,131,,3100,G,,0
0,56,-,133,,1196,G,,0
0,56,-,141,,0,G,,0
0,56,-,1411,,0,G,,0
0,56,C,1,,54776,G,,5683403
0,56,S,1,,1907160,G,,32471971
0,56,P,1,,23301,G,,2731627
0,561,-,1,,1964614,G,,39426760
0,561,-,111,,570985,G,,0
0,561,-,118,,443679,G,,0
0,561,-,119,,613716,G,,0
0,561,-,121,,185149,G,,0
0,561,-,122,,92507,G,,0
0,561,-,123,,44790,G,,0
0,561,-,125,,10008,G,,0
0,561,-,131,,2753,G,,0
0,561,-,133,,1027,G,,0
0,561,-,141,,0,G,,0
0,561,-,1411,,0,G,,0
0,561,C,1,,52836,G,,5326370
0,561,S,1,,1889676,G,,31587322
0,561,P,1,,22102,G,,2513068
0,5611,-,1,,210044,G,,3340244
0,5611,-,111,,71955,G,,0
0,5611,-,118,,49435,G,,0
0,5611,-,119,,59264,G,,0
0,5611,-,121,,18824,G,,0
0,5611,-,122,,7037,G,,0
0,5611,-,123,,2671,G,,0
0,5611,-,125,,567,G,,0
0,5611,-,131,,199,G,,0
0,5611,-,133,,92,G,,0
0,5611,-,141,,0,G,,0
0,5611,-,1411,,0,G,,0
0,5611,C,1,,4234,G,,389954
0,5611,S,1,,204085,G,,2719624
0,5611,P,1,,1725,G,,230666
0,56111,-,1,,210044,G,,3340244
0,56111,-,111,,71955,G,,0
0,56111,-,118,,49435,G,,0
0,56111,-,119,,59264,G,,0
0,56111,-,121,,18824,G,,0
0,56111,-,122,,7037,G,,0
0,56111,-,123,,2671,G,,0
0,56111,-,125,,567,G,,0
0,56111,-,131,,199,G,,0
0,56111,-,133,,92,G,,0
0,56111,-,141,,0,G,,0
0,56111,-,1411,,0,G,,0
0,56111,C,1,,4234,G,,389954
0,56111,S,1,,204085,G,,2719624
0,56111,P,1,,1725,G,,230666
0,5612,-,1,,25856,G,,727409
0,5612,-,111,,7266,G,,0
0,5612,-,118,,5160,G,,0
0,5612,-,119,,6982,G,,0
0,5612,-,121,,3262,G,,0
0,5612,-,122,,1792,G,,0
0,5612,-,123,,1027,G,,0
0,5612,-,125,,245,G,,0
0,5612,-,131,,103,G,,0
0,5612,-,133,,19,G,,0
0,5612,-,141,,0,G,,0
0,5612,-,1411,,0,G,,0
0,5612,C,1,,1241,G,,120044
0,5612,S,1,,24155,G,,539971
0,5612,P,1,,460,G,,67394
0,56121,-,1,,25856,G,,727409
0,56121,-,111,,7266,G,,0
0,56121,-,118,,5160,G,,0
0,56121,-,119,,6982,G,,0
0,56121,-,121,,3262,G,,0
0,56121,-,122,,1792,G,,0
0,56121,-,123,,1027,G,,0
0,56121,-,125,,245,G,,0
0,56121,-,131,,103,G,,0
0,56121,-,133,,19,G,,0
0,56121,-,141,,0,G,,0
0,56121,-,1411,,0,G,,0
0,56121,C,1,,1241,G,,120044
0,56121,S,1,,24155,G,,539971
0,56121,P,1,,460,G,,67394
0,5613,-,1,,34842,G,,1238718
0,5613,-,111,,11427,G,,0
0,5613,-,118,,6671,G,,0
0,5613,-,119,,7854,G,,0
0,5613,-,121,,3495,G,,0
0,5613,-,122,,2587,G,,0
0,5613,-,123,,1968,G,,0
0,5613,-,125,,598,G,,0
0,5613,-,131,,146,G,,0
0,5613,-,133,,96,G,,0
0,5613,-,141,,0,G,,0
0,5613,-,1411,,0,G,,0
0,5613,C,1,,2442,G,,304668
0,5613,S,1,,31513,G,,746032
0,5613,P,1,,887,G,,188018
0,5614,-,1,,222425,G,,5882255
0,5614,-,111,,69817,G,,0
0,5614,-,118,,45206,G,,0
0,5614,-,119,,57459,G,,0
0,5614,-,121,,25061,G,,0
0,5614,-,122,,14331,G,,0
0,5614,-,123,,7597,G,,0
0,5614,-,125,,1942,G,,0
0,5614,-,131,,705,G,,0
0,5614,-,133,,307,G,,0
0,5614,-,141,,0,G,,0
0,5614,-,1411,,0,G,,0
0,5614,C,1,,10442,G,,1092166
0,5614,S,1,,207699,G,,4170209
0,5614,P,1,,4284,G,,619880
0,56141,-,1,,76271,G,,1091162
0,56141,-,111,,28176,G,,0
0,56141,-,118,,17794,G,,0
0,56141,-,119,,20575,G,,0
0,56141,-,121,,6206,G,,0
0,56141,-,122,,2427,G,,0
0,56141,-,123,,864,G,,0
0,56141,-,125,,171,G,,0
0,56141,-,131,,45,G,,0
0,56141,-,133,,13,G,,0
0,56141,-,141,,0,G,,0
0,56141,-,1411,,0,G,,0
0,56141,C,1,,974,G,,74784
0,56141,S,1,,74935,G,,974759
0,56141,P,1,,362,G,,41619
0,56142,-,1,,17704,G,,270334
0,56142,-,111,,6455,G,,0
0,56142,-,118,,4299,G,,0
0,56142,-,119,,5109,G,,0
0,56142,-,121,,1131,G,,0
0,56142,-,122,,410,G,,0
0,56142,-,123,,204,G,,0
0,56142,-,125,,57,G,,0
0,56142,-,131,,27,G,,0
0,56142,-,133,,12,G,,0
0,56142,-,141,,0,G,,0
0,56142,-,1411,,0,G,,0
0,56142,C,1,,506,G,,54225
0,56142,S,1,,17070,G,,199249
0,56142,P,1,,128,G,,16860
0,56143,-,1,,17903,G,,508626
0,56143,-,111,,5302,G,,0
0,56143,-,118,,3517,G,,0
0,56143,-,119,,4724,G,,0
0,56143,-,121,,2065,G,,0
0,56143,-,122,,1194,G,,0
0,56143,-,123,,832,G,,0
0,56143,-,125,,215,G,,0
0,56143,-,131,,35,G,,0
0,56143,-,133,,19,G,,0
0,56143,-,141,,0,G,,0
0,56143,-,1411,,0,G,,0
0,56143,C,1,,974,G,,103238
0,56143,S,1,,16628,G,,363667
0,56143,P,1,,301,G,,41721
0,56144,-,1,,5803,G,,248856
0,56144,-,111,,1580,G,,0
0,56144,-,118,,1053,G,,0
0,56144,-,119,,1489,G,,0
0,56144,-,121,,794,G,,0
0,56144,-,122,,424,G,,0
0,56144,-,123,,291,G,,0
0,56144,-,125,,96,G,,0
0,56144,-,131,,39,G,,0
0,56144,-,133,,37,G,,0
0,56144,-,141,,0,G,,0
0,56144,-,1411,,0,G,,0
0,56144,C,1,,640,G,,96917
0,56144,S,1,,4842,G,,100788
0,56144,P,1,,321,G,,51151
0,56145,-,1,,726,G,,21001
0,56145,-,111,,220,G,,0
0,56145,-,118,,116,G,,0
0,56145,-,119,,208,G,,0
0,56145,-,121,,91,G,,0
0,56145,-,122,,52,G,,0
0,56145,-,123,,29,G,,0
0,56145,-,125,,7,G,,0
0,56145,-,131,D,0,D,D,0
0,56145,-,133,D,0,D,D,0
0,56145,-,141,,0,G,,0
0,56145,-,1411,,0,G,,0
0,56145,C,1,,45,G,,4964
0,56145,S,1,,663,G,,13818
0,56145,P,1,,18,G,,2219
0,56149,-,1,,104018,G,,3742276
0,56149,-,111,,28084,G,,0
0,56149,-,118,,18427,G,,0
0,56149,-,119,,25354,G,,0
0,56149,-,121,,14774,G,,0
0,56149,-,122,,9824,G,,0
0,56149,-,123,,5377,G,,0
0,56149,-,125,,1396,G,,0
0,56149,-,131,,558,G,,0
0,56149,-,133,,224,G,,0
0,56149,-,141,,0,G,,0
0,56149,-,1411,,0,G,,0
0,56149,C,1,,7303,G,,758038
0,56149,S,1,,93561,G,,2517928
0,56149,P,1,,3154,G,,466310
0,5615,-,1,,38728,G,,1506971
0,5615,-,111,,13666,G,,0
0,5615,-,118,,6770,G,,0
0,5615,-,119,,8073,G,,0
0,5615,-,121,,4334,G,,0
0,5615,-,122,,2729,G,,0
0,5615,-,123,,1889,G,,0
0,5615,-,125,,772,G,,0
0,5615,-,131,,407,G,,0
0,5615,-,133,,88,G,,0
0,5615,-,141,,0,G,,0
0,5615,-,1411,,0,G,,0
0,5615,C,1,,3410,G,,436672
0,5615,S,1,,34303,G,,928556
0,5615,P,1,,1015,G,,141743
0,5616,-,1,,102143,G,,1677708
0,5616,-,111,,40631,G,,0
0,5616,-,118,,23285,G,,0
0,5616,-,119,,23318,G,,0
0,5616,-,121,,8361,G,,0
0,5616,-,122,,3962,G,,0
0,5616,-,123,,2113,G,,0
0,5616,-,125,,388,G,,0
0,5616,-,131,,54,G,,0
0,5616,-,133,,31,G,,0
0,5616,-,141,,0,G,,0
0,5616,-,1411,,0,G,,0
0,5616,C,1,,2551,G,,204348
0,5616,S,1,,98923,G,,1392034
0,5616,P,1,,669,G,,81326
0,5617,-,1,,1233244,G,,22164660
0,5617,-,111,,321762,G,,0
0,5617,-,118,,288687,G,,0
0,5617,-,119,,429183,G,,0
0,5617,-,121,,111314,G,,0
0,5617,-,122,,53640,G,,0
0,5617,-,123,,23404,G,,0
0,5617,-,125,,4331,G,,0
0,5617,-,131,,678,G,,0
0,5617,-,133,,245,G,,0
0,5617,-,141,,0,G,,0
0,5617,-,1411,,0,G,,0
0,5617,C,1,,22321,G,,2122440
0,5617,S,1,,1200609,G,,19280254
0,5617,P,1,,10314,G,,761966
0,56171,-,1,,10551,G,,443180
0,56171,-,111,,1644,G,,0
0,56171,-,118,,1439,G,,0
0,56171,-,119,,2526,G,,0
0,56171,-,121,,2232,G,,0
0,56171,-,122,,1816,G,,0
0,56171,-,123,,748,G,,0
0,56171,-,125,,92,G,,0
0,56171,-,131,,39,G,,0
0,56171,-,133,,15,G,,0
0,56171,-,141,,0,G,,0
0,56171,-,1411,,0,G,,0
0,56171,C,1,,1055,G,,110161
0,56171,S,1,,9101,G,,301977
0,56171,P,1,,395,G,,31042
0,56172,-,1,,712979,G,,9905265
0,56172,-,111,,185867,G,,0
0,56172,-,118,,184336,G,,0
0,56172,-,119,,271393,G,,0
0,56172,-,121,,47104,G,,0
0,56172,-,122,,16475,G,,0
0,56172,-,123,,6252,G,,0
0,56172,-,125,,1293,G,,0
0,56172,-,131,,180,G,,0
0,56172,-,133,,79,G,,0
0,56172,-,141,,0,G,,0
0,56172,-,1411,,0,G,,0
0,56172,C,1,,7570,G,,657804
0,56172,S,1,,702037,G,,9035247
0,56172,P,1,,3372,G,,212214
0,56173,-,1,,369670,G,,8313100
0,56173,-,111,,96724,G,,0
0,56173,-,118,,74309,G,,0
0,56173,-,119,,113640,G,,0
0,56173,-,121,,45896,G,,0
0,56173,-,122,,25465,G,,0
0,56173,-,123,,11477,G,,0
0,56173,-,125,,1881,G,,0
0,56173,-,131,,203,G,,0
0,56173,-,133,,75,G,,0
0,56173,-,141,,0,G,,0
0,56173,-,1411,,0,G,,0
0,56173,C,1,,8075,G,,781031
0,56173,S,1,,357215,G,,7221709
0,56173,P,1,,4380,G,,310360
0,56174,-,1,,31395,G,,805389
0,56174,-,111,,6403,G,,0
0,56174,-,118,,6013,G,,0
0,56174,-,119,,10601,G,,0
0,56174,-,121,,4209,G,,0
0,56174,-,122,,2819,G,,0
0,56174,-,123,,1141,G,,0
0,56174,-,125,,184,G,,0
0,56174,-,131,,18,G,,0
0,56174,-,133,,7,G,,0
0,56174,-,141,,0,G,,0
0,56174,-,1411,,0,G,,0
0,56174,C,1,,1104,G,,92900
0,56174,S,1,,29765,G,,674371
0,56174,P,1,,526,G,,38118
0,56179,-,1,,108649,G,,2697726
0,56179,-,111,,31124,G,,0
0,56179,-,118,,22590,G,,0
0,56179,-,119,,31023,G,,0
0,56179,-,121,,11873,G,,0
0,56179,-,122,,7065,G,,0
0,56179,-,123,,3786,G,,0
0,56179,-,125,,881,G,,0
0,56179,-,131,,238,G,,0
0,56179,-,133,,69,G,,0
0,56179,-,141,,0,G,,0
0,56179,-,1411,,0,G,,0
0,56179,C,1,,4517,G,,480544
0,56179,S,1,,102491,G,,2046950
0,56179,P,1,,1641,G,,170232
0,5619,-,1,,97332,G,,2888795
0,5619,-,111,,34461,G,,0
0,5619,-,118,,18465,G,,0
0,5619,-,119,,21583,G,,0
0,5619,-,121,,10498,G,,0
0,5619,-,122,,6429,G,,0
0,5619,-,123,,4121,G,,0
0,5619,-,125,,1165,G,,0
0,5619,-,131,,461,G,,0
0,5619,-,133,,149,G,,0
0,5619,-,141,,0,G,,0
0,5619,-,1411,,0,G,,0
0,5619,C,1,,6195,G,,656078
0,5619,S,1,,88389,G,,1810642
0,5619,P,1,,2748,G,,422075
0,562,-,1,,20623,G,,1460241
0,562,-,111,,3643,G,,0
0,562,-,118,,3123,G,,0
0,562,-,119,,4934,G,,0
0,562,-,121,,2942,G,,0
0,562,-,122,,2552,G,,0
0,562,-,123,,2232,G,,0
0,562,-,125,,681,G,,0
0,562,-,131,,347,G,,0
0,562,-,133,,169,G,,0
0,562,-,141,,0,G,,0
0,562,-,1411,,0,G,,0
0,562,C,1,,1940,G,,357033
0,562,S,1,,17484,G,,884649
0,562,P,1,,1199,G,,218559
0,61,-,1,,578148,G,,8048744
0,61,-,111,,283320,G,,0
0,61,-,118,,115683,G,,0
0,61,-,119,,105359,G,,0
0,61,-,121,,43198,G,,0
0,61,-,122,,20020,G,,0
0,61,-,123,,8449,G,,0
0,61,-,125,,1544,G,,0
0,61,-,131,,471,G,,0
0,61,-,133,,104,G,,0
0,61,-,141,,0,G,,0
0,61,-,1411,,0,G,,0
0,61,C,1,,10888,G,,762675
0,61,S,1,,561053,G,,6788810
0,61,P,1,,6207,G,,497259
0,611,-,1,,578148,G,,8048744
0,611,-,111,,283320,G,,0
0,611,-,118,,115683,G,,0
0,611,-,119,,105359,G,,0
0,611,-,121,,43198,G,,0
0,611,-,122,,20020,G,,0
0,611,-,123,,8449,G,,0
0,611,-,125,,1544,G,,0
0,611,-,131,,471,G,,0
0,611,-,133,,104,G,,0
0,611,-,141,,0,G,,0
0,611,-,1411,,0,G,,0
0,611,C,1,,10888,G,,762675
0,611,S,1,,561053,G,,6788810
0,611,P,1,,6207,G,,497259
0,62,-,1,,1968099,G,,59111121
0,62,-,111,,455000,G,,0
0,62,-,118,,410857,G,,0
0,62,-,119,,607565,G,,0
0,62,-,121,,238617,G,,0
0,62,-,122,,142881,G,,0
0,62,-,123,,81182,G,,0
0,62,-,125,,22235,G,,0
0,62,-,131,,7498,G,,0
0,62,-,133,,2264,G,,0
0,62,-,141,,0,G,,0
0,62,-,1411,,0,G,,0
0,62,C,1,,56163,G,,7385454
0,62,S,1,,1895028,G,,47739194
0,62,P,1,,16908,G,,3986473
0,621,-,1,,989207,G,,44211867
0,621,-,111,,212486,G,,0
0,621,-,118,,165996,G,,0
0,621,-,119,,257958,G,,0
0,621,-,121,,141828,G,,0
0,621,-,122,,107568,G,,0
0,621,-,123,,72669,G,,0
0,621,-,125,,21437,G,,0
0,621,-,131,,7167,G,,0
0,621,-,133,,2098,G,,0
0,621,-,141,,0,G,,0
0,621,-,1411,,0,G,,0
0,621,C,1,,48789,G,,6663899
0,621,S,1,,926741,G,,34000642
0,621,P,1,,13677,G,,3547326
0,6211,-,1,,188521,G,,16765607
0,6211,-,111,,30889,G,,0
0,6211,-,118,,21279,G,,0
0,6211,-,119,,34134,G,,0
0,6211,-,121,,28375,G,,0
0,6211,-,122,,27817,G,,0
0,6211,-,123,,27978,G,,0
0,6211,-,125,,12910,G,,0
0,6211,-,131,,4153,G,,0
0,6211,-,133,,986,G,,0
0,6211,-,141,,0,G,,0
0,6211,-,1411,,0,G,,0
0,6211,C,1,,15960,G,,2760119
0,6211,S,1,,169187,G,,12760638
0,6211,P,1,,3374,G,,1244850
0,62111,-,1,,188521,G,,16765607
0,62111,-,111,,30889,G,,0
0,62111,-,118,,21279,G,,0
0,62111,-,119,,34134,G,,0
0,62111,-,121,,28375,G,,0
0,62111,-,122,,27817,G,,0
0,62111,-,123,,27978,G,,0
0,62111,-,125,,12910,G,,0
0,62111,-,131,,4153,G,,0
0,62111,-,133,,986,G,,0
0,62111,-,141,,0,G,,0
0,62111,-,1411,,0,G,,0
0,62111,C,1,,15960,G,,2760119
0,62111,S,1,,169187,G,,12760638
0,62111,P,1,,3374,G,,1244850
0,621111,-,1,,149741,G,,13933034
0,621111,-,111,,25684,G,,0
0,621111,-,118,,17345,G,,0
0,621111,-,119,,27221,G,,0
0,621111,-,121,,21869,G,,0
0,621111,-,122,,20503,G,,0
0,621111,-,123,,21320,G,,0
0,621111,-,125,,11049,G,,0
0,621111,-,131,,3792,G,,0
0,621111,-,133,,958,G,,0
0,621111,-,141,,0,G,,0
0,621111,-,1411,,0,G,,0
0,621111,C,1,,14123,G,,2558826
0,621111,S,1,,132627,G,,10209682
0,621111,P,1,,2991,G,,1164526
0,621112,-,1,,38780,G,,2832573
0,621112,-,111,,5205,G,,0
0,621112,-,118,,3934,G,,0
0,621112,-,119,,6913,G,,0
0,621112,-,121,,6506,G,,0
0,621112,-,122,,7314,G,,0
0,621112,-,123,,6658,G,,0
0,621112,-,125,,1861,G,,0
0,621112,-,131,,361,G,,0
0,621112,-,133,,28,G,,0
0,621112,-,141,,0,G,,0
0,621112,-,1411,,0,G,,0
0,621112,C,1,,1837,G,,201293
0,621112,S,1,,36560,G,,2550956
0,621112,P,1,,383,G,,80324
0,6212,-,1,,42287,G,,3152567
0,6212,-,111,,8933,G,,0
0,6212,-,118,,5008,G,,0
0,6212,-,119,,7473,G,,0
0,6212,-,121,,5994,G,,0
0,6212,-,122,,6058,G,,0
0,6212,-,123,,6195,G,,0
0,6212,-,125,,1674,G,,0
0,6212,-,131,,732,G,,0
0,6212,-,133,,220,G,,0
0,6212,-,141,,0,G,,0
0,6212,-,1411,,0,G,,0
0,6212,C,1,,3858,G,,673497
0,6212,S,1,,37814,G,,2223351
0,6212,P,1,,615,G,,255719
0,62121,-,1,,42287,G,,3152567
0,62121,-,111,,8933,G,,0
0,62121,-,118,,5008,G,,0
0,62121,-,119,,7473,G,,0
0,62121,-,121,,5994,G,,0
0,62121,-,122,,6058,G,,0
0,62121,-,123,,6195,G,,0
0,62121,-,125,,1674,G,,0
0,62121,-,131,,732,G,,0
0,62121,-,133,,220,G,,0
0,62121,-,141,,0,G,,0
0,62121,-,1411,,0,G,,0
0,62121,C,1,,3858,G,,673497
0,62121,S,1,,37814,G,,2223351
0,62121,P,1,,615,G,,255719
0,6213,-,1,,382533,G,,15998152
0,6213,-,111,,79088,G,,0
0,6213,-,118,,56241,G,,0
0,6213,-,119,,86608,G,,0
0,6213,-,121,,67340,G,,0
0,6213,-,122,,56057,G,,0
0,6213,-,123,,30123,G,,0
0,6213,-,125,,5124,G,,0
0,6213,-,131,,1529,G,,0
0,6213,-,133,,423,G,,0
0,6213,-,141,,0,G,,0
0,6213,-,1411,,0,G,,0
0,6213,C,1,,20642,G,,2096458
0,6213,S,1,,355768,G,,12805240
0,6213,P,1,,6123,G,,1096454
0,62131,-,1,,27156,G,,1598456
0,62131,-,111,,3661,G,,0
0,62131,-,118,,2939,G,,0
0,62131,-,119,,5448,G,,0
0,62131,-,121,,5163,G,,0
0,62131,-,122,,5470,G,,0
0,62131,-,123,,3710,G,,0
0,62131,-,125,,536,G,,0
0,62131,-,131,,184,G,,0
0,62131,-,133,,45,G,,0
0,62131,-,141,,0,G,,0
0,62131,-,1411,,0,G,,0
0,62131,C,1,,3603,G,,371803
0,62131,S,1,,22876,G,,1102676
0,62131,P,1,,677,G,,123977
0,62132,-,1,,12729,G,,884183
0,62132,-,111,,1887,G,,0
0,62132,-,118,,1394,G,,0
0,62132,-,119,,2270,G,,0
0,62132,-,121,,2066,G,,0
0,62132,-,122,,2561,G,,0
0,62132,-,123,,2009,G,,0
0,62132,-,125,,371,G,,0
0,62132,-,131,,124,G,,0
0,62132,-,133,,47,G,,0
0,62132,-,141,,0,G,,0
0,62132,-,1411,,0,G,,0
0,62132,C,1,,950,G,,141344
0,62132,S,1,,11518,G,,665546
0,62132,P,1,,261,G,,77293
0,62133,-,1,,103905,G,,4655584
0,62133,-,111,,17516,G,,0
0,62133,-,118,,12862,G,,0
0,62133,-,119,,20930,G,,0
0,62133,-,121,,19857,G,,0
0,62133,-,122,,20747,G,,0
0,62133,-,123,,10649,G,,0
0,62133,-,125,,1170,G,,0
0,62133,-,131,,161,G,,0
0,62133,-,133,,13,G,,0
0,62133,-,141,,0,G,,0
0,62133,-,1411,,0,G,,0
0,62133,C,1,,3122,G,,208708
0,62133,S,1,,99698,G,,4321967
0,62133,P,1,,1085,G,,124909
0,62134,-,1,,68845,G,,2607709
0,62134,-,111,,14484,G,,0
0,62134,-,118,,10796,G,,0
0,62134,-,119,,16278,G,,0
0,62134,-,121,,12685,G,,0
0,62134,-,122,,9635,G,,0
0,62134,-,123,,3855,G,,0
0,62134,-,125,,714,G,,0
0,62134,-,131,,305,G,,0
0,62134,-,133,,93,G,,0
0,62134,-,141,,0,G,,0
0,62134,-,1411,,0,G,,0
0,62134,C,1,,4052,G,,431013
0,62134,S,1,,63688,G,,1941954
0,62134,P,1,,1105,G,,234742
0,62139,-,1,,169898,G,,6252220
0,62139,-,111,,41540,G,,0
0,62139,-,118,,28250,G,,0
