st,naics,lfo,rcptot_size,estab_f,estab,rcptot_n_f,rcptot_f,rcptot
0,5231,-,141,,75,G,,0
0,5231,-,1411,,75,G,,0
0,5231,C,1,,2421,G,,261085
0,5231,S,1,,24407,G,,4104199
0,5231,P,1,,2575,G,,323500
0,52311,-,1,,7276,G,,1336048
0,52311,-,111,,1242,G,,0
0,52311,-,118,,837,G,,0
0,52311,-,119,,1244,G,,0
0,52311,-,121,,1000,G,,0
0,52311,-,122,,1037,G,,0
0,52311,-,123,,1103,G,,0
0,52311,-,125,,446,G,,0
0,52311,-,131,,266,G,,0
0,52311,-,133,,45,G,,0
0,52311,-,141,,25,G,,0
0,52311,-,1411,,31,G,,0
0,52311,C,1,,815,G,,75691
0,52311,S,1,,4797,G,,1084298
0,52311,P,1,,1664,G,,176059
0,52312,-,1,,18236,G,,2743867
0,52312,-,111,,2098,G,,0
0,52312,-,118,,1667,G,,0
0,52312,-,119,,2911,G,,0
0,52312,-,121,,2844,G,,0
0,52312,-,122,,3249,G,,0
0,52312,-,123,,3367,G,,0
0,52312,-,125,,1332,G,,0
0,52312,-,131,,544,G,,0
0,52312,-,133,,160,G,,0
0,52312,-,141,,37,G,,0
0,52312,-,1411,,27,G,,0
0,52312,C,1,,1150,G,,134508
0,52312,S,1,,16511,G,,2515650
0,52312,P,1,,575,G,,93709
0,52313,-,1,,1088,G,,185100
0,52313,-,111,,200,G,,0
0,52313,-,118,,133,G,,0
0,52313,-,119,,232,G,,0
0,52313,-,121,,165,G,,0
0,52313,-,122,,120,G,,0
0,52313,-,123,,124,G,,0
0,52313,-,125,,56,G,,0
0,52313,-,131,,32,G,,0
0,52313,-,133,,16,G,,0
0,52313,-,141,D,0,D,D,0
0,52313,-,1411,,8,G,,0
0,52313,C,1,,148,G,,13425
0,52313,S,1,,779,G,,148466
0,52313,P,1,,161,G,,23209
0,52314,-,1,,2803,G,,423769
0,52314,-,111,,403,G,,0
0,52314,-,118,,265,G,,0
0,52314,-,119,,499,G,,0
0,52314,-,121,,438,G,,0
0,52314,-,122,,461,G,,0
0,52314,-,123,,413,G,,0
0,52314,-,125,,171,G,,0
0,52314,-,131,,97,G,,0
0,52314,-,133,,36,G,,0
0,52314,-,141,,11,G,,0
0,52314,-,1411,,9,G,,0
0,52314,C,1,,308,G,,37461
0,52314,S,1,,2320,G,,355785
0,52314,P,1,,175,G,,30523
0,5232,-,1,,1905,G,,603056
0,5232,-,111,,474,G,,0
0,5232,-,118,,311,G,,0
0,5232,-,119,,397,G,,0
0,5232,-,121,,247,G,,0
0,5232,-,122,,179,G,,0
0,5232,-,123,,155,G,,0
0,5232,-,125,,63,G,,0
0,5232,-,131,,31,G,,0
0,5232,-,133,,16,G,,0
0,5232,-,141,,8,G,,0
0,5232,-,1411,,24,G,,0
0,5232,C,1,,119,G,,10193
0,5232,S,1,,1569,G,,575528
0,5232,P,1,,217,G,,17335
0,52321,-,1,,1905,G,,603056
0,52321,-,111,,474,G,,0
0,52321,-,118,,311,G,,0
0,52321,-,119,,397,G,,0
0,52321,-,121,,247,G,,0
0,52321,-,122,,179,G,,0
0,52321,-,123,,155,G,,0
0,52321,-,125,,63,G,,0
0,52321,-,131,,31,G,,0
0,52321,-,133,,16,G,,0
0,52321,-,141,,8,G,,0
0,52321,-,1411,,24,G,,0
0,52321,C,1,,119,G,,10193
0,52321,S,1,,1569,G,,575528
0,52321,P,1,,217,G,,17335
0,5239,-,1,,240364,G,,23016525
0,5239,-,111,,53065,G,,0
0,5239,-,118,,32448,G,,0
0,5239,-,119,,44549,G,,0
0,5239,-,121,,32841,G,,0
0,5239,-,122,,29998,G,,0
0,5239,-,123,,28720,G,,0
0,5239,-,125,,11527,G,,0
0,5239,-,131,,6006,G,,0
0,5239,-,133,,803,G,,0
0,5239,-,141,,189,G,,0
0,5239,-,1411,,218,G,,0
0,5239,C,1,,17947,G,,1383140
0,5239,S,1,,145841,G,,14771984
0,5239,P,1,,76576,G,,6861401
0,524,-,1,,393901,G,,19268342
0,524,-,111,,95416,G,,0
0,524,-,118,,57224,G,,0
0,524,-,119,,79723,G,,0
0,524,-,121,,59280,G,,0
0,524,-,122,,51950,G,,0
0,524,-,123,,37382,G,,0
0,524,-,125,,9368,G,,0
0,524,-,131,,3004,G,,0
0,524,-,133,,554,G,,0
0,524,-,141,,0,G,,0
0,524,-,1411,,0,G,,0
0,524,C,1,,24436,G,,2124202
0,524,S,1,,362867,G,,16304330
0,524,P,1,,6598,G,,839810
0,5241,-,1,,2619,G,,188047
0,5241,-,111,,403,G,,0
0,5241,-,118,,329,G,,0
0,5241,-,119,,506,G,,0
0,5241,-,121,,422,G,,0
0,5241,-,122,,452,G,,0
0,5241,-,123,,336,G,,0
0,5241,-,125,,118,G,,0
0,5241,-,131,,53,G,,0
0,5241,-,133,,0,G,,0
0,5241,-,141,,0,G,,0
0,5241,-,1411,,0,G,,0
0,5241,C,1,,1317,G,,102122
0,5241,S,1,,937,G,,36470
0,5241,P,1,,365,G,,49455
0,5242,-,1,,391282,G,,19080295
0,5242,-,111,,95013,G,,0
0,5242,-,118,,56895,G,,0
0,5242,-,119,,79217,G,,0
0,5242,-,121,,58858,G,,0
0,5242,-,122,,51498,G,,0
0,5242,-,123,,37046,G,,0
0,5242,-,125,,9250,G,,0
0,5242,-,131,,2951,G,,0
0,5242,-,133,,554,G,,0
0,5242,-,141,,0,G,,0
0,5242,-,1411,,0,G,,0
0,5242,C,1,,23119,G,,2022080
0,5242,S,1,,361930,G,,16267860
0,5242,P,1,,6233,G,,790355
0,52421,-,1,,272759,G,,14197832
0,52421,-,111,,63007,G,,0
0,52421,-,118,,38145,G,,0
0,52421,-,119,,54325,G,,0
0,52421,-,121,,41645,G,,0
0,52421,-,122,,37671,G,,0
0,52421,-,123,,28114,G,,0
0,52421,-,125,,7161,G,,0
0,52421,-,131,,2273,G,,0
0,52421,-,133,,418,G,,0
0,52421,-,141,,0,G,,0
0,52421,-,1411,,0,G,,0
0,52421,C,1,,17642,G,,1527230
0,52421,S,1,,250748,G,,12117245
0,52421,P,1,,4369,G,,553357
0,52429,-,1,,118523,G,,4882463
0,52429,-,111,,32006,G,,0
0,52429,-,118,,18750,G,,0
0,52429,-,119,,24892,G,,0
0,52429,-,121,,17213,G,,0
0,52429,-,122,,13827,G,,0
0,52429,-,123,,8932,G,,0
0,52429,-,125,,2089,G,,0
0,52429,-,131,,678,G,,0
0,52429,-,133,,136,G,,0
0,52429,-,141,,0,G,,0
0,52429,-,1411,,0,G,,0
0,52429,C,1,,5477,G,,494850
0,52429,S,1,,111182,G,,4150615
0,52429,P,1,,1864,G,,236998
0,53,-,1,,2345766,G,,215428132
0,53,-,111,,260878,G,,0
0,53,-,118,,253866,G,,0
0,53,-,119,,474535,G,,0
0,53,-,121,,406224,G,,0
0,53,-,122,,377027,G,,0
0,53,-,123,,342540,G,,0
0,53,-,125,,147146,G,,0
0,53,-,131,,81936,G,,0
0,53,-,133,,1613,G,,0
0,53,-,141,D,0,D,D,0
0,53,-,1411,,0,G,,0
0,53,C,1,,336522,G,,32948529
0,53,S,1,,976396,G,,36998147
0,53,P,1,,1032848,G,,145481456
0,531,-,1,,2265079,G,,208911811
0,531,-,111,,246865,G,,0
0,531,-,118,,241082,G,,0
0,531,-,119,,457387,G,,0
0,531,-,121,,394548,G,,0
0,531,-,122,,367055,G,,0
0,531,-,123,,333700,G,,0
0,531,-,125,,143518,G,,0
0,531,-,131,,80097,G,,0
0,531,-,133,,826,G,,0
0,531,-,141,D,0,D,D,0
0,531,-,1411,,0,G,,0
0,531,C,1,,321197,G,,30969712
0,531,S,1,,929371,G,,35250720
0,531,P,1,,1014511,G,,142691379
0,5311,-,1,,1022433,G,,139502515
0,5311,-,111,,43131,G,,0
0,5311,-,118,,60668,G,,0
0,5311,-,119,,162024,G,,0
0,5311,-,121,,174407,G,,0
0,5311,-,122,,195155,G,,0
0,5311,-,123,,217482,G,,0
0,5311,-,125,,106764,G,,0
0,5311,-,131,,62754,G,,0
0,5311,-,133,,47,G,,0
0,5311,-,141,D,0,D,D,0
0,5311,-,1411,,0,G,,0
0,5311,C,1,,163983,G,,17452006
0,5311,S,1,,37657,G,,1111937
0,5311,P,1,,820793,G,,120938572
0,5312,-,1,,612841,G,,25728156
0,5312,-,111,,103946,G,,0
0,5312,-,118,,95824,G,,0
0,5312,-,119,,155050,G,,0
0,5312,-,121,,114440,G,,0
0,5312,-,122,,83608,G,,0
0,5312,-,123,,46862,G,,0
0,5312,-,125,,9953,G,,0
0,5312,-,131,,2877,G,,0
0,5312,-,133,,281,G,,0
0,5312,-,141,,0,G,,0
0,5312,-,1411,,0,G,,0
0,5312,C,1,,44528,G,,3516053
0,5312,S,1,,557312,G,,20852015
0,5312,P,1,,11001,G,,1360088
0,53121,-,1,,612841,G,,25728156
0,53121,-,111,,103946,G,,0
0,53121,-,118,,95824,G,,0
0,53121,-,119,,155050,G,,0
0,53121,-,121,,114440,G,,0
0,53121,-,122,,83608,G,,0
0,53121,-,123,,46862,G,,0
0,53121,-,125,,9953,G,,0
0,53121,-,131,,2877,G,,0
0,53121,-,133,,281,G,,0
0,53121,-,141,,0,G,,0
0,53121,-,1411,,0,G,,0
0,53121,C,1,,44528,G,,3516053
0,53121,S,1,,557312,G,,20852015
0,53121,P,1,,11001,G,,1360088
0,5313,-,1,,629805,G,,43681140
0,5313,-,111,,99788,G,,0
0,5313,-,118,,84590,G,,0
0,5313,-,119,,140313,G,,0
0,5313,-,121,,105701,G,,0
0,5313,-,122,,88292,G,,0
0,5313,-,123,,69356,G,,0
0,5313,-,125,,26801,G,,0
0,5313,-,131,,14466,G,,0
0,5313,-,133,,498,G,,0
0,5313,-,141,,0,G,,0
0,5313,-,1411,,0,G,,0
0,5313,C,1,,112686,G,,10001653
0,5313,S,1,,334402,G,,13286768
0,5313,P,1,,182717,G,,20392719
0,53131,-,1,,150509,G,,9401084
0,53131,-,111,,23018,G,,0
0,53131,-,118,,21588,G,,0
0,53131,-,119,,35760,G,,0
0,53131,-,121,,25325,G,,0
0,53131,-,122,,20484,G,,0
0,53131,-,123,,15947,G,,0
0,53131,-,125,,5654,G,,0
0,53131,-,131,,2730,G,,0
0,53131,-,133,,3,G,,0
0,53131,-,141,,0,G,,0
0,53131,-,1411,,0,G,,0
0,53131,C,1,,29399,G,,2621593
0,53131,S,1,,79148,G,,2376431
0,53131,P,1,,41962,G,,4403060
0,53132,-,1,,37676,G,,1839161
0,53132,-,111,,3936,G,,0
0,53132,-,118,,3757,G,,0
0,53132,-,119,,7705,G,,0
0,53132,-,121,,8956,G,,0
0,53132,-,122,,8783,G,,0
0,53132,-,123,,4108,G,,0
0,53132,-,125,,378,G,,0
0,53132,-,131,,53,G,,0
0,53132,-,133,,0,G,,0
0,53132,-,141,,0,G,,0
0,53132,-,1411,,0,G,,0
0,53132,C,1,,3912,G,,267698
0,53132,S,1,,32446,G,,1422038
0,53132,P,1,,1318,G,,149425
0,53139,-,1,,441620,G,,32440895
0,53139,-,111,,72834,G,,0
0,53139,-,118,,59245,G,,0
0,53139,-,119,,96848,G,,0
0,53139,-,121,,71420,G,,0
0,53139,-,122,,59025,G,,0
0,53139,-,123,,49301,G,,0
0,53139,-,125,,20769,G,,0
0,53139,-,131,,11683,G,,0
0,53139,-,133,,495,G,,0
0,53139,-,141,,0,G,,0
0,53139,-,1411,,0,G,,0
0,53139,C,1,,79375,G,,7112362
0,53139,S,1,,222808,G,,9488299
0,53139,P,1,,139437,G,,15840234
0,532,-,1,,78563,G,,6310694
0,532,-,111,,13831,G,,0
0,532,-,118,,12613,G,,0
0,532,-,119,,16759,G,,0
0,532,-,121,,11264,G,,0
0,532,-,122,,9552,G,,0
0,532,-,123,,8506,G,,0
0,532,-,125,,3490,G,,0
0,532,-,131,,1761,G,,0
0,532,-,133,,787,G,,0
0,532,-,141,,0,G,,0
0,532,-,1411,,0,G,,0
0,532,C,1,,14372,G,,1904603
0,532,S,1,,46997,G,,1746544
0,532,P,1,,17194,G,,2659547
0,5321,-,1,,18124,G,,964883
0,5321,-,111,,3839,G,,0
0,5321,-,118,,4289,G,,0
0,5321,-,119,,4126,G,,0
0,5321,-,121,,2133,G,,0
0,5321,-,122,,1586,G,,0
0,5321,-,123,,1311,G,,0
0,5321,-,125,,484,G,,0
0,5321,-,131,,269,G,,0
0,5321,-,133,,87,G,,0
0,5321,-,141,,0,G,,0
0,5321,-,1411,,0,G,,0
0,5321,C,1,,2900,G,,381418
0,5321,S,1,,13395,G,,327479
0,5321,P,1,,1829,G,,255986
0,5322,-,1,,18393,G,,799421
0,5322,-,111,,4354,G,,0
0,5322,-,118,,3258,G,,0
0,5322,-,119,,4422,G,,0
0,5322,-,121,,2647,G,,0
0,5322,-,122,,1980,G,,0
0,5322,-,123,,1197,G,,0
0,5322,-,125,,353,G,,0
0,5322,-,131,,125,G,,0
0,5322,-,133,,57,G,,0
0,5322,-,141,,0,G,,0
0,5322,-,1411,,0,G,,0
0,5322,C,1,,2314,G,,218335
0,5322,S,1,,13584,G,,353624
0,5322,P,1,,2495,G,,227462
0,53221,-,1,,1469,G,,105732
0,53221,-,111,,342,G,,0
0,53221,-,118,,220,G,,0
0,53221,-,119,,302,G,,0
0,53221,-,121,,214,G,,0
0,53221,-,122,,151,G,,0
0,53221,-,123,,143,G,,0
0,53221,-,125,,58,G,,0
0,53221,-,131,,28,G,,0
0,53221,-,133,,11,G,,0
0,53221,-,141,,0,G,,0
0,53221,-,1411,,0,G,,0
0,53221,C,1,,221,G,,38117
0,53221,S,1,,1007,G,,32042
0,53221,P,1,,241,G,,35573
0,53222,-,1,,701,G,,28122
0,53222,-,111,,153,G,,0
0,53222,-,118,,89,G,,0
0,53222,-,119,,189,G,,0
0,53222,-,121,,122,G,,0
0,53222,-,122,,92,G,,0
0,53222,-,123,,43,G,,0
0,53222,-,125,,8,G,,0
0,53222,-,131,,3,G,,0
0,53222,-,133,D,0,D,D,0
0,53222,-,141,,0,G,,0
0,53222,-,1411,,0,G,,0
0,53222,C,1,,61,H,,4564
0,53222,S,1,,558,G,,13514
0,53222,P,1,,82,G,,10044
0,53223,-,1,,2549,G,,93158
0,53223,-,111,,442,G,,0
0,53223,-,118,,348,G,,0
0,53223,-,119,,694,G,,0
0,53223,-,121,,521,G,,0
0,53223,-,122,,398,G,,0
0,53223,-,123,,122,G,,0
0,53223,-,125,,10,G,,0
0,53223,-,131,,9,G,,0
0,53223,-,133,,5,G,,0
0,53223,-,141,,0,G,,0
0,53223,-,1411,,0,G,,0
0,53223,C,1,,281,G,,22646
0,53223,S,1,,2084,G,,59574
0,53223,P,1,,184,G,,10938
0,53229,-,1,,13674,G,,572409
0,53229,-,111,,3417,G,,0
0,53229,-,118,,2601,G,,0
0,53229,-,119,,3237,G,,0
0,53229,-,121,,1790,G,,0
0,53229,-,122,,1339,G,,0
0,53229,-,123,,889,G,,0
0,53229,-,125,,277,G,,0
0,53229,-,131,,85,G,,0
0,53229,-,133,,39,G,,0
0,53229,-,141,,0,G,,0
0,53229,-,1411,,0,G,,0
0,53229,C,1,,1751,G,,153008
0,53229,S,1,,9935,G,,248494
0,53229,P,1,,1988,G,,170907
0,5323,-,1,,5040,G,,425172
0,5323,-,111,,751,G,,0
0,5323,-,118,,674,G,,0
0,5323,-,119,,1064,G,,0
0,5323,-,121,,788,G,,0
0,5323,-,122,,721,G,,0
0,5323,-,123,,654,G,,0
0,5323,-,125,,224,G,,0
0,5323,-,131,,115,G,,0
0,5323,-,133,,49,G,,0
0,5323,-,141,,0,G,,0
0,5323,-,1411,,0,G,,0
0,5323,C,1,,953,G,,110617
0,5323,S,1,,2337,G,,52456
0,5323,P,1,,1750,G,,262099
0,53231,-,1,,5040,G,,425172
0,53231,-,111,,751,G,,0
0,53231,-,118,,674,G,,0
0,53231,-,119,,1064,G,,0
0,53231,-,121,,788,G,,0
0,53231,-,122,,721,G,,0
0,53231,-,123,,654,G,,0
0,53231,-,125,,224,G,,0
0,53231,-,131,,115,G,,0
0,53231,-,133,,49,G,,0
0,53231,-,141,,0,G,,0
0,53231,-,1411,,0,G,,0
0,53231,C,1,,953,G,,110617
0,53231,S,1,,2337,G,,52456
0,53231,P,1,,1750,G,,262099
0,5324,-,1,,37006,G,,4121218
0,5324,-,111,,4887,G,,0
0,5324,-,118,,4392,G,,0
0,5324,-,119,,7147,G,,0
0,5324,-,121,,5696,G,,0
0,5324,-,122,,5265,G,,0
0,5324,-,123,,5344,G,,0
0,5324,-,125,,2429,G,,0
0,5324,-,131,,1252,G,,0
0,5324,-,133,,594,G,,0
0,5324,-,141,,0,G,,0
0,5324,-,1411,,0,G,,0
0,5324,C,1,,8205,G,,1194233
0,5324,S,1,,17681,G,,1012985
0,5324,P,1,,11120,G,,1914000
0,533,-,1,,2124,G,,205627
0,533,-,111,,182,G,,0
0,533,-,118,,171,G,,0
0,533,-,119,,389,G,,0
0,533,-,121,,412,G,,0
0,533,-,122,,420,G,,0
0,533,-,123,,334,G,,0
0,533,-,125,,138,G,,0
0,533,-,131,,78,G,,0
0,533,-,133,,0,G,,0
0,533,-,141,,0,G,,0
0,533,-,1411,,0,G,,0
0,533,C,1,,953,G,,74214
0,533,S,1,,28,G,,883
0,533,P,1,,1143,G,,130530
0,5331,-,1,,2124,G,,205627
0,5331,-,111,,182,G,,0
0,5331,-,118,,171,G,,0
0,5331,-,119,,389,G,,0
0,5331,-,121,,412,G,,0
0,5331,-,122,,420,G,,0
0,5331,-,123,,334,G,,0
0,5331,-,125,,138,G,,0
0,5331,-,131,,78,G,,0
0,5331,-,133,,0,G,,0
0,5331,-,141,,0,G,,0
0,5331,-,1411,,0,G,,0
0,5331,C,1,,953,G,,74214
0,5331,S,1,,28,G,,883
0,5331,P,1,,1143,G,,130530
0,53311,-,1,,2124,G,,205627
0,53311,-,111,,182,G,,0
0,53311,-,118,,171,G,,0
0,53311,-,119,,389,G,,0
0,53311,-,121,,412,G,,0
0,53311,-,122,,420,G,,0
0,53311,-,123,,334,G,,0
0,53311,-,125,,138,G,,0
0,53311,-,131,,78,G,,0
0,53311,-,133,,0,G,,0
0,53311,-,141,,0,G,,0
0,53311,-,1411,,0,G,,0
0,53311,C,1,,953,G,,74214
0,53311,S,1,,28,G,,883
0,53311,P,1,,1143,G,,130530
0,54,-,1,,3163966,G,,136701902
0,54,-,111,,827539,G,,0
0,54,-,118,,518052,G,,0
0,54,-,119,,689464,G,,0
0,54,-,121,,449171,G,,0
0,54,-,122,,349948,G,,0
0,54,-,123,,244271,G,,0
0,54,-,125,,59578,G,,0
0,54,-,131,,18906,G,,0
0,54,-,133,,6708,G,,0
0,54,-,141,,328,G,,0
0,54,-,1411,D,0,D,D,0
0,54,C,1,,218028,G,,19322245
0,54,S,1,,2847911,G,,103409584
0,54,P,1,,98027,G,,13970073
0,541,-,1,,3163966,G,,136701902
0,541,-,111,,827539,G,,0
0,541,-,118,,518052,G,,0
0,541,-,119,,689464,G,,0
0,541,-,121,,449171,G,,0
0,541,-,122,,349948,G,,0
0,541,-,123,,244271,G,,0
0,541,-,125,,59578,G,,0
0,541,-,131,,18906,G,,0
0,541,-,133,,6708,G,,0
0,541,-,141,,328,G,,0
0,541,-,1411,D,0,D,D,0
0,541,C,1,,218028,G,,19322245
0,541,S,1,,2847911,G,,103409584
0,541,P,1,,98027,G,,13970073
0,5411,-,1,,275674,G,,17698547
0,5411,-,111,,48459,G,,0
0,5411,-,118,,33417,G,,0
0,5411,-,119,,53173,G,,0
0,5411,-,121,,45119,G,,0
0,5411,-,122,,45877,G,,0
0,5411,-,123,,36730,G,,0
0,5411,-,125,,9317,G,,0
0,5411,-,131,,2765,G,,0
0,5411,-,133,,817,G,,0
0,5411,-,141,,0,G,,0
0,5411,-,1411,,0,G,,0
0,5411,C,1,,17851,G,,1712590
0,5411,S,1,,250841,G,,14569746
0,5411,P,1,,6982,G,,1416211
0,5412,-,1,,361476,G,,8982537
0,5412,-,111,,110662,G,,0
0,5412,-,118,,72300,G,,0
0,5412,-,119,,86843,G,,0
0,5412,-,121,,46359,G,,0
0,5412,-,122,,28358,G,,0
0,5412,-,123,,14047,G,,0
0,5412,-,125,,2273,G,,0
0,5412,-,131,,487,G,,0
0,5412,-,133,,147,G,,0
0,5412,-,141,,0,G,,0
0,5412,-,1411,,0,G,,0
0,5412,C,1,,17398,G,,1015706
0,5412,S,1,,336766,G,,7205543
0,5412,P,1,,7312,G,,761288
0,54121,-,1,,361476,G,,8982537
0,54121,-,111,,110662,G,,0
0,54121,-,118,,72300,G,,0
0,54121,-,119,,86843,G,,0
0,54121,-,121,,46359,G,,0
0,54121,-,122,,28358,G,,0
0,54121,-,123,,14047,G,,0
0,54121,-,125,,2273,G,,0
0,54121,-,131,,487,G,,0
0,54121,-,133,,147,G,,0
0,54121,-,141,,0,G,,0
0,54121,-,1411,,0,G,,0
0,54121,C,1,,17398,G,,1015706
0,54121,S,1,,336766,G,,7205543
0,54121,P,1,,7312,G,,761288
0,541211,-,1,,37475,G,,2089183
0,541211,-,111,,6689,G,,0
0,541211,-,118,,5130,G,,0
0,541211,-,119,,7738,G,,0
0,541211,-,121,,6166,G,,0
0,541211,-,122,,5888,G,,0
0,541211,-,123,,4604,G,,0
0,541211,-,125,,929,G,,0
0,541211,-,131,,261,G,,0
0,541211,-,133,,70,G,,0
0,541211,-,141,,0,G,,0
0,541211,-,1411,,0,G,,0
0,541211,C,1,,4368,G,,330467
0,541211,S,1,,31212,G,,1400439
0,541211,P,1,,1895,G,,358277
0,541213,-,1,,92346,G,,1917248
0,541213,-,111,,30732,G,,0
0,541213,-,118,,18914,G,,0
0,541213,-,119,,22340,G,,0
0,541213,-,121,,11036,G,,0
0,541213,-,122,,6204,G,,0
0,541213,-,123,,2689,G,,0
0,541213,-,125,,360,G,,0
0,541213,-,131,,52,G,,0
0,541213,-,133,,19,G,,0
0,541213,-,141,,0,G,,0
0,541213,-,1411,,0,G,,0
0,541213,C,1,,4225,G,,232598
0,541213,S,1,,86084,G,,1546460
0,541213,P,1,,2037,G,,138190
0,541214,-,1,,4627,G,,120180
0,541214,-,111,,1526,G,,0
0,541214,-,118,,1054,G,,0
0,541214,-,119,,1162,G,,0
0,541214,-,121,,482,G,,0
0,541214,-,122,,228,G,,0
0,541214,-,123,,111,G,,0
0,541214,-,125,,36,G,,0
0,541214,-,131,,13,G,,0
0,541214,-,133,,15,G,,0
0,541214,-,141,,0,G,,0
0,541214,-,1411,,0,G,,0
0,541214,C,1,,341,G,,41699
0,541214,S,1,,4158,G,,62171
0,541214,P,1,,128,G,,16310
0,541219,-,1,,227028,G,,4855926
0,541219,-,111,,71715,G,,0
0,541219,-,118,,47202,G,,0
0,541219,-,119,,55603,G,,0
0,541219,-,121,,28675,G,,0
0,541219,-,122,,16038,G,,0
0,541219,-,123,,6643,G,,0
0,541219,-,125,,948,G,,0
0,541219,-,131,,161,G,,0
0,541219,-,133,,43,G,,0
0,541219,-,141,,0,G,,0
0,541219,-,1411,,0,G,,0
0,541219,C,1,,8464,G,,410942
0,541219,S,1,,215312,G,,4196473
0,541219,P,1,,3252,G,,248511
0,5413,-,1,,229602,G,,10430781
0,5413,-,111,,50136,G,,0
0,5413,-,118,,35671,G,,0
0,5413,-,119,,52834,G,,0
0,5413,-,121,,36266,G,,0
0,5413,-,122,,28852,G,,0
0,5413,-,123,,19569,G,,0
0,5413,-,125,,4550,G,,0
0,5413,-,131,,1285,G,,0
0,5413,-,133,,439,G,,0
0,5413,-,141,,0,G,,0
0,5413,-,1411,,0,G,,0
0,5413,C,1,,19018,G,,1687380
0,5413,S,1,,203487,G,,7515310
0,5413,P,1,,7097,G,,1228091
0,54131,-,1,,49039,G,,2436201
0,54131,-,111,,9378,G,,0
0,54131,-,118,,7046,G,,0
0,54131,-,119,,11319,G,,0
0,54131,-,121,,8648,G,,0
0,54131,-,122,,6829,G,,0
0,54131,-,123,,4349,G,,0
0,54131,-,125,,992,G,,0
0,54131,-,131,,343,G,,0
0,54131,-,133,,135,G,,0
0,54131,-,141,,0,G,,0
0,54131,-,1411,,0,G,,0
0,54131,C,1,,4846,G,,457365
0,54131,S,1,,42385,G,,1655189
0,54131,P,1,,1808,G,,323647
0,54132,-,1,,36942,G,,1199093
0,54132,-,111,,8227,G,,0
0,54132,-,118,,6664,G,,0
0,54132,-,119,,10401,G,,0
0,54132,-,121,,5408,G,,0
0,54132,-,122,,3671,G,,0
0,54132,-,123,,2029,G,,0
0,54132,-,125,,422,G,,0
0,54132,-,131,,107,G,,0
0,54132,-,133,,13,G,,0
0,54132,-,141,,0,G,,0
0,54132,-,1411,,0,G,,0
0,54132,C,1,,1732,G,,155090
0,54132,S,1,,34425,G,,965777
0,54132,P,1,,785,G,,78226
0,54133,-,1,,89503,G,,5086680
0,54133,-,111,,18292,G,,0
0,54133,-,118,,12835,G,,0
0,54133,-,119,,18581,G,,0
0,54133,-,121,,13547,G,,0
0,54133,-,122,,12243,G,,0
0,54133,-,123,,10360,G,,0
0,54133,-,125,,2658,G,,0
0,54133,-,131,,742,G,,0
0,54133,-,133,,245,G,,0
0,54133,-,141,,0,G,,0
0,54133,-,1411,,0,G,,0
0,54133,C,1,,8298,G,,784668
0,54133,S,1,,78001,G,,3613957
0,54133,P,1,,3204,G,,688055
0,54134,-,1,,21727,G,,515527
0,54134,-,111,,6329,G,,0
0,54134,-,118,,4013,G,,0
0,54134,-,119,,5331,G,,0
0,54134,-,121,,3400,G,,0
0,54134,-,122,,1900,G,,0
0,54134,-,123,,619,G,,0
0,54134,-,125,,115,G,,0
0,54134,-,131,,13,G,,0
0,54134,-,133,,7,G,,0
0,54134,-,141,,0,G,,0
0,54134,-,1411,,0,G,,0
0,54134,C,1,,1100,G,,57894
0,54134,S,1,,20299,G,,428403
0,54134,P,1,,328,H,,29230
0,54135,-,1,,15620,G,,505333
0,54135,-,111,,3885,G,,0
0,54135,-,118,,2484,G,,0
0,54135,-,119,,3602,G,,0
0,54135,-,121,,2674,G,,0
0,54135,-,122,,1929,G,,0
0,54135,-,123,,897,G,,0
0,54135,-,125,,112,G,,0
0,54135,-,131,,29,G,,0
0,54135,-,133,,8,G,,0
0,54135,-,141,,0,G,,0
0,54135,-,1411,,0,G,,0
0,54135,C,1,,1534,G,,90642
0,54135,S,1,,13690,G,,382509
0,54135,P,1,,396,G,,32182
0,54136,-,1,,3690,G,,206172
0,54136,-,111,,695,G,,0
0,54136,-,118,,534,G,,0
0,54136,-,119,,716,G,,0
0,54136,-,121,,565,G,,0
0,54136,-,122,,572,G,,0
0,54136,-,123,,481,G,,0
0,54136,-,125,,98,G,,0
0,54136,-,131,,19,G,,0
0,54136,-,133,,10,G,,0
0,54136,-,141,,0,G,,0
0,54136,-,1411,,0,G,,0
0,54136,C,1,,317,G,,35949
0,54136,S,1,,3235,G,,148446
0,54136,P,1,,138,G,,21777
0,54137,-,1,,9811,G,,340027
0,54137,-,111,,2338,G,,0
0,54137,-,118,,1550,G,,0
0,54137,-,119,,2237,G,,0
0,54137,-,121,,1607,G,,0
0,54137,-,122,,1373,G,,0
0,54137,-,123,,608,G,,0
0,54137,-,125,,76,G,,0
0,54137,-,131,,11,G,,0
0,54137,-,133,,11,G,,0
0,54137,-,141,,0,G,,0
0,54137,-,1411,,0,G,,0
0,54137,C,1,,835,G,,58979
0,54137,S,1,,8687,G,,246553
0,54137,P,1,,289,G,,34495
0,54138,-,1,,3270,G,,141748
0,54138,-,111,,992,G,,0
0,54138,-,118,,545,G,,0
0,54138,-,119,,647,G,,0
0,54138,-,121,,417,G,,0
0,54138,-,122,,335,G,,0
0,54138,-,123,,226,G,,0
0,54138,-,125,,77,G,,0
0,54138,-,131,,21,G,,0
